peak	gene	CV_amplitude	CV_phase	GF_LAG	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH
chr5_64092241_64097532	Pgm1	65.30252194	11.44608639	0.47093885	530.3776372	0.072028413	0.003031006	0.271815974
chr5_64158961_64162006	Tbc1d1	21.45019139	11.51485604	19.9945982	190.1570257	0.261767875	0.003852643	0.345499152
chr5_64465331_64467535	1700027F09Rik	3.705950555	16.43615034	1.432896911	60.78456085	0.119255462	0.003065676	0.274925146
chr5_64622460_64627674	Gm3716	30.81743745	10.02384715	0.21617916	260.6239096	0.15353524	0.003120558	0.279846851
chr5_64802156_64808715	Klf3	448.4832205	10.38792492	1.769658543	2324.426572	0.223940205	0.003633576	0.325853546
chr5_64968996_64971326	Fam114a1	48.89434553	10.21571497	19.7968523	255.8853886	0.301567941	0.004118836	0.369370964
chr5_65198602_65200719	Wdr19	7.909571804	10.43631357	0.622105096	135.3802164	0.037045599	0.002999802	0.269017677
chr5_65334244_65336285	Rfc1	22.4913305	10.42917088	0.529529639	133.9186819	0.058493249	0.003031006	0.271815974
chr5_65347697_65349375	Klb	3.229042307	19.20529676	19.70679554	51.71166932	0.319174697	0.00425759	0.381814188
chr5_65388325_65394350	Lias	140.1437111	10.77230195	1.225056226	888.7989622	0.092790275	0.003044557	0.273031225
chr5_65432070_65437602	Ugdh	37.36726616	11.76430757	1.047502338	373.9049905	0.061705608	0.003031006	0.271815974
chr5_65488724_65494761	1110003E01Rik	149.5796175	10.50765855	2.061302373	720.697386	0.273171011	0.003926448	0.352117829
chr5_65535137_65540294	Ube2k	131.661606	11.08502246	0.815162999	742.0122647	0.01625555	0.002872939	0.257640772
chr5_65694611_65699608	Pds5a	181.5268232	11.2788529	0.763935737	842.9571098	0.004114984	0.002716355	0.243598609
chr5_65762049_65766104	N4bp2	242.7159487	11.02302712	0.963061239	853.4901726	0.042154251	0.002999802	0.269017677
chr5_65999057_66006283	9130230L23Rik	66.03914703	10.23041826	20.3003927	635.5965046	0.208778737	0.003542347	0.317672249
chr5_66147860_66152265	Rbm47	83.09783643	10.99793691	20.38715304	476.4278077	0.189789361	0.003435736	0.308111517
chr5_66617184_66621616	Apbb2	93.07724004	11.7301464	20.10945253	464.2073816	0.249715725	0.003788012	0.339703111
chr5_67257885_67262732	Tmem33	101.6711648	10.27049144	1.196033912	418.6469928	0.086251061	0.003044557	0.273031225
chr5_67305945_67308529	Slc30a9	119.9007484	11.38222726	1.188924911	523.2102167	0.084647594	0.003042962	0.272888179
chr5_67426574_67428351	Bend4	12.79041329	11.82539766	20.19478672	63.21783316	0.231573653	0.003680039	0.330020244
chr5_67844649_67848838	Atp8a1	69.05128292	11.156951	0.614099797	350.449063	0.038902642	0.002999802	0.269017677
chr5_69556335_69558342	Guf1	47.96389165	11.63004643	1.083317822	207.7327718	0.069978597	0.003031006	0.271815974
chr5_69591057_69592783	Gnpda2	32.91102712	11.77596111	20.41073426	204.2497385	0.184589949	0.00341017	0.305818824
chr5_72166959_72168839	Commd8	30.09359886	10.40983555	0.393980627	196.3192927	0.101626438	0.003044557	0.273031225
chr5_72558198_72560724	Nfxl1	55.2496334	10.7326431	20.18696783	309.3221889	0.233246574	0.003688036	0.330737441
chr5_72646454_72650817	Nipal1	107.6113546	10.76885465	1.035691494	568.8522499	0.712744755	0.008255977	0.740383408
chr5_72865944_72869911	Tec	51.77087241	10.58172763	0.834990852	346.9245125	0.020953028	0.002962406	0.265664064
chr5_72913157_72918040	Slain2	123.2246944	11.31244186	0.468855567	606.7220335	0.072509003	0.003031006	0.271815974
chr5_73253707_73258344	Fryl	102.0321665	10.88820347	19.9468658	481.1486877	0.271512047	0.003914607	0.351056012
chr5_73292450_73294588	Ociad1	70.06067835	10.81130202	2.891060388	335.956288	0.402272124	0.004911404	0.440447179
chr5_73337490_73339533	Ociad2	41.57424946	11.13263893	0.234707572	188.2244596	0.149757798	0.003108708	0.27878421
chr5_73490908_73493253	Dcun1d4	14.55313011	11.50520491	20.37716282	120.4658393	0.19198731	0.003451931	0.309563898
chr5_73624747_73631451	Lrrc66	37.7281145	11.16525369	0.383332787	450.1756893	0.103970514	0.003048531	0.273387593
chr5_74067221_74069898	Usp46	66.81119348	10.53827397	0.466695341	330.4258181	0.079462924	0.003034602	0.272138497
chr5_74092338_74095138	2700023E23Rik	66.19928972	11.48746096	0.959628417	349.899852	0.041358269	0.002999802	0.269017677
chr5_74193970_74196290	Rasl11b	22.77649978	12.74088968	19.89023763	115.6297681	0.282961097	0.003992071	0.358002856
chr5_74530507_74532547	Scfd2	32.85755169	11.72031613	0.813630203	215.9707998	0.015892362	0.00286961	0.25734225
chr5_74534647_74537630	Fip1l1	67.69798965	10.41323624	1.370234121	431.514862	0.115365227	0.003065676	0.274925146
chr5_74699963_74705573	Lnx1	81.66810063	10.2363386	0.392230358	483.3467381	0.096247919	0.003044557	0.273031225
chr5_75042228_75045333	Chic2	95.38029182	11.82105148	1.050520727	457.8172841	0.062403327	0.003031006	0.271815974
chr5_75574311_75576868	Kit	20.87553904	10.61750925	19.01810147	81.88504735	0.405108127	0.004933135	0.442396003
chr5_76139524_76141749	Srd5a3	56.57195549	11.17524701	2.126389598	286.7617422	0.286299322	0.004016055	0.36015367
chr5_76182500_76186230	Tmem165	102.488848	11.61826153	0.745333556	466.8800985	0.000294347	0.00224827	0.20162143
chr5_76300393_76307591	Clock	132.5920145	11.1395021	0.507275208	832.3023763	0.063638405	0.003031006	0.271815974
chr5_76528973_76530580	Exoc1	44.70810153	10.54756122	1.684847179	213.2569751	0.205564251	0.003526636	0.316263373
chr5_76588204_76590104	Cep135	25.59494511	10.49390461	0.304357608	148.8589909	0.126336332	0.003083617	0.276534089
chr5_76904206_76907042	Aasdh	57.33913904	10.88335934	0.728120277	411.1235417	0.004374452	0.002716355	0.243598609
chr5_76950217_76953407	Paics	30.27249542	11.86273906	20.28963811	138.4361506	0.211116609	0.003556531	0.318944237
chr5_76973420_76976130	Srp72	69.52036147	11.82335085	0.592919756	403.346088	0.043813969	0.003003691	0.269366416
chr5_77264618_77267796	Rest	103.70116	10.87370021	0.574353478	478.7333869	0.048116663	0.003025337	0.271307597
chr5_77307944_77312057	Polr2b	49.39848058	11.23349828	0.648251991	361.9065778	0.030977614	0.002999802	0.269017677
chr5_86063888_86067466	Cenpc1	43.1695451	10.52941661	1.592927037	227.6095901	0.185398258	0.003412694	0.306045155
chr5_86171111_86173656	Uba6	23.5802852	11.30825328	0.892177171	188.006003	0.02570432	0.002962406	0.265664064
chr5_86803434_86806923	Ythdc1	161.1639705	10.85026963	0.893093458	613.9557616	0.02591712	0.002962406	0.265664064
chr5_86901151_86908016	Ugt2b34	63.12458702	10.99421368	19.35520824	763.3570898	0.372175549	0.004663203	0.41818892
chr5_87000069_87003658	Ugt2b35	17.18828247	9.606392591	19.83453315	210.2151314	0.294101979	0.004067316	0.364750676
chr5_87333813_87337533	Ugt2a3	11.46265319	8.985031275	1.64008074	221.9060646	0.195774242	0.003471373	0.31130739
chr5_87531214_87537573	Sult1b1	19.21092727	10.13275204	0.433310288	379.3503878	0.086997167	0.003044557	0.273031225
chr5_87566216_87569726	Sult1d1	14.98275201	7.23804458	1.799272964	298.1252159	0.800999964	0.009126593	0.818458952
chr5_88553023_88556301	Utp3	68.33090497	11.0391552	0.494277363	352.3888039	0.066641197	0.003031006	0.271815974
chr5_88593166_88595793	Rufy3	29.56296803	10.89710096	14.7494483	143.9902442	0.856962061	0.009680381	0.868121817
chr5_88673000_88677319	Grsf1	100.7491231	11.26347578	0.771625805	424.907666	0.005937729	0.002747102	0.246355878
chr5_88719574_88723788	Mob1b	135.9935888	11.4182654	0.821772483	647.6630689	0.017821556	0.002892864	0.259427639
chr5_88763665_88767085	Dck	23.78081998	10.6271618	0.723813134	187.9695959	0.005395359	0.002734057	0.245186019
chr5_88885802_88890333	Slc4a4	106.1348231	11.36325751	20.15899665	518.4340678	0.239213932	0.003723978	0.333960707
chr5_90222559_90225625	Cox18	57.20724226	12.46195028	1.094031693	245.8019966	0.072450717	0.003031006	0.271815974
chr5_90363086_90368154	Gm9958	275.9828982	11.23063315	1.309809396	1070.068496	0.102087798	0.003044557	0.273031225
chr5_90638584_90642628	Rassf6	41.41735332	10.34937122	1.073060927	362.0897656	0.067610736	0.003031006	0.271815974
chr5_90930356_90933303	Mthfd2l	62.99206739	11.02651227	1.177685485	302.9551659	0.082111189	0.003038165	0.272458028
chr5_91073295_91078415	Ereg	33.94463299	10.81818328	2.627575258	352.2946313	0.369114304	0.004635936	0.41574369
chr5_91138850_91140879	Areg	27.92458215	11.13036592	1.083027201	181.538568	0.069911522	0.003031006	0.271815974
chr5_91292077_91294400	Gm19619	9.715201783	11.76344399	20.90171284	70.92082891	0.722237844	0.008352788	0.749065263
chr5_91401305_91403624	Btc	34.17449348	13.53173538	20.40285424	200.8580739	0.186329162	0.003413957	0.306158463
chr5_91516817_91519550	Parm1	31.43848041	12.17032792	0.231866628	110.8447464	0.150337403	0.003109683	0.278871637
chr5_91960393_91964593	Thap6	104.2553457	11.15657527	1.714523488	586.7696847	0.212020294	0.003559248	0.319187959
chr5_92041904_92044229	Cdkl2	49.35613458	11.08588414	1.140611196	277.0936423	0.07373386	0.003031006	0.271815974
chr5_92080642_92084906	G3bp2	59.58425471	10.5244927	0.349836997	442.3358157	0.111333352	0.003059467	0.274368371
chr5_92136991_92140036	Uso1	95.75966951	11.00307622	0.302905305	494.9049291	0.126647386	0.003083617	0.276534089
chr5_92203664_92206313	U90926	7.128038562	12.41685954	0.830207403	83.02269808	0.019819879	0.002950171	0.264566792
chr5_92276371_92279141	Naaa	26.3660409	10.29214756	1.358445329	164.6873633	0.112779303	0.00306383	0.27475958
chr5_92307862_92310872	Sdad1	26.00529926	12.71419506	1.587651213	193.882741	0.142285626	0.003108672	0.278780922
chr5_92352726_92354487	Cxcl10	8.309031646	11.93598847	20.34698565	95.8540765	0.198608896	0.003493356	0.313278859
chr5_92361715_92367571	Cxcl11	13.00970964	9.231926885	20.26585027	328.3078703	0.216274674	0.003586696	0.321649445
chr5_92433447_92436136	Nup54	51.4069202	11.6458948	0.9777435	307.8567039	0.045557783	0.003010649	0.269990427
chr5_92503824_92506999	Scarb2	83.68806547	11.1074229	1.611514572	330.2831791	0.147261506	0.003108708	0.27878421
chr5_93038675_93046766	Sowahb	198.0582121	11.51277937	0.270657783	1089.308861	0.138122927	0.003088325	0.276956304
chr5_93091872_93095506	2024-09-11 00:00:00	89.18515503	11.7419973	1.055101828	423.5173889	0.063462106	0.003031006	0.271815974
chr5_93202898_93208343	2010109A12Rik	160.4280797	10.54606526	1.631845298	823.2104731	0.193966707	0.003463039	0.310560036
chr5_93264364_93272411	Ccng2	248.8032241	10.60739506	1.768714964	1485.355989	0.223737045	0.003633404	0.325838106
chr5_96159241_96164733	Cnot6l	206.4324683	11.08219083	0.328480539	879.1354267	0.121164475	0.003069738	0.275289426
chr5_96208859_96211695	Mrpl1	39.40058708	10.5948887	0.379638106	302.7546907	0.104783492	0.003048531	0.273387593
chr5_96373323_96376238	Fras1	16.61642739	10.91275224	0.332820229	174.2070825	0.115067144	0.003065676	0.274925146
chr5_96996231_97000296	Bmp2k	117.1927591	10.80648675	1.0875152	573.1043411	0.070947254	0.003031006	0.271815974
chr5_97110587_97112115	Paqr3	8.594310406	8.872722955	1.050496866	55.08049594	0.062397812	0.003031006	0.271815974
chr5_98027067_98031775	Antxr2	67.8550097	10.91751356	0.238895133	451.62076	0.14890319	0.003108708	0.27878421
chr5_98853590_98857258	Bmp3	108.376199	11.33448365	21.19380316	400.7804974	0.673392921	0.007871758	0.705927234
chr5_99035389_99038203	Prkg2	71.39840422	10.74427241	1.000298254	310.1462144	0.050783197	0.003031006	0.271815974
chr5_99247416_99253951	Rasgef1b	77.38364988	11.6113991	0.918320021	614.1593465	0.031774312	0.002999802	0.269017677
chr5_99974683_99980205	Hnrnpd	147.5494671	11.14832617	1.498449124	717.1373944	0.133296201	0.003083617	0.276534089
chr5_100035655_100043176	Enoph1	153.4494104	11.46191711	1.140216774	771.991291	0.073644651	0.003031006	0.271815974
chr5_100410916_100418250	Sec31a	97.05839628	11.20027315	0.465434245	808.3996876	0.079747774	0.003034602	0.272138497
chr5_100426669_100431418	5430416N02Rik	83.53925503	10.82312533	0.22678386	515.2757947	0.147279296	0.003108708	0.27878421
chr5_100497412_100501890	Lin54	72.13944781	10.92268533	0.524269526	395.3763782	0.059709798	0.003031006	0.271815974
chr5_100517235_100521142	Cops4	38.43104027	11.1953744	0.777437744	329.0421249	0.007315271	0.002809574	0.251958306
chr5_100565070_100574082	Plac8	367.5282893	10.10595909	7.015682929	1473.592215	0.865508976	0.009759724	0.875237109
chr5_100668875_100675537	Coq2	75.32780389	11.49072965	0.776571986	415.2366688	0.007110072	0.002809574	0.251958306
chr5_100718578_100720697	Hpse	22.67053456	10.00374294	0.355729275	111.9369474	0.110039402	0.003058811	0.274309525
chr5_100797361_100800216	Mrps18c	22.15946503	10.49373834	1.458983288	178.8353246	0.124851702	0.003083617	0.276534089
chr5_100819702_100821644	Fam175a	53.28338617	11.57207303	0.463215384	225.7733263	0.080248912	0.003034602	0.272138497
chr5_100843057_100850601	Agpat9	76.98442087	10.51989023	0.742583009	618.6258086	0.000946322	0.002506402	0.224770327
chr5_101763957_101768928	Cds1	193.4268694	10.69614948	1.501944614	895.4376074	0.134042805	0.003083617	0.276534089
chr5_102068605_102071391	Wdfy3	49.11073828	11.31744683	20.28198385	219.6776607	0.212778298	0.003564772	0.319683288
chr5_103424860_103426184	Ptpn13	6.910760556	12.34678578	1.223632673	48.93870508	0.09246979	0.003044557	0.273031225
chr5_103654795_103656382	1700016H13Rik	14.59691981	13.99192832	19.24053298	86.00358419	0.380036037	0.00471174	0.422541628
chr5_103751951_103758438	Aff1	156.697379	10.60570124	0.51766933	892.2569248	0.061235909	0.003031006	0.271815974
chr5_103910151_103911549	Klhl8	14.86797701	14.03596741	0.322179412	92.17996015	0.122516347	0.003074522	0.275718402
chr5_104018465_104023847	Hsd17b11	83.9317482	11.1316392	18.80808697	504.6759546	0.426189399	0.005111128	0.458358184
chr5_104045661_104048908	Nudt9	69.18522972	11.60076714	0.700907611	428.4644806	0.010824219	0.002809574	0.251958306
chr5_104071997_104072642	Gm17660	13.83820769	8.212039369	20.15874016	24.15433849	0.239268526	0.003723978	0.333960707
chr5_104330607_104332591	Mepe	23.4616967	15.47769341	19.02351125	37.71261818	0.865248784	0.009757343	0.875023664
chr5_104459019_104460722	Pkd2	20.63594669	11.79374047	20.3739309	93.94523964	0.192697746	0.003456184	0.309945267
chr5_104507699_104510171	BC005561	58.66118786	10.68213527	1.050346556	314.9417273	0.062363069	0.003031006	0.271815974
chr5_104858862_104860872	Zfp951	24.7096429	9.663035311	20.36964752	133.9461174	0.193638846	0.003460699	0.310350179
chr5_105292868_105294386	Gbp6	10.96930563	11.10336731	1.672080098	50.52545062	0.20277839	0.003510229	0.314792022
chr5_105414640_105418029	Lrrc8b	82.80293052	11.52343825	1.355287625	416.2512435	0.112086266	0.003061013	0.274506935
chr5_105518404_105520169	Lrrc8c	11.61395864	11.83559316	0.690854101	52.39322464	0.013206741	0.002819423	0.252841584
chr5_105697471_105704348	Lrrc8d	261.1591637	11.10912787	0.377189791	1093.183647	0.099628943	0.003044557	0.273031225
chr5_105875103_105878837	Zfp326	68.99988855	11.08930867	0.405992894	397.150493	0.093151336	0.003044557	0.273031225
chr5_106694956_106697494	Zfp644	85.32621296	11.69118235	0.621188691	401.6509431	0.037258203	0.002999802	0.269017677
chr5_106963505_106965908	Cdc7	39.06660873	11.26730322	19.18808951	197.4889137	0.388993108	0.004792282	0.429764527
chr5_107288277_107290105	Tgfbr3	8.046547779	11.92730964	20.35776997	82.74707769	0.196245644	0.003473626	0.311509494
chr5_107437224_107438996	Btbd8	41.20369135	11.10060205	0.180588076	203.6812377	0.160773062	0.003132851	0.280949289
chr5_107596632_107598810	Rpap2	31.21676196	12.15547608	0.197913792	178.3892756	0.16094763	0.003132851	0.280949289
chr5_107866144_107869995	Evi5	59.36420637	10.04912857	0.398068495	303.7497893	0.094934661	0.003044557	0.273031225
chr5_107900000_107903550	Rpl5	97.72210206	11.07502582	1.510583804	437.2401568	0.135887105	0.003083617	0.276534089
chr5_107985763_107988824	Fam69a	31.76925135	10.77208677	0.163961419	226.2349394	0.167695573	0.003160428	0.283422404
chr5_108064494_108067381	Mtf2	51.30591594	10.70308009	20.34552378	370.3910821	0.19892898	0.003495431	0.313464914
chr5_108130439_108133998	Ccdc18	71.81453007	10.78446811	0.948871301	463.9274816	0.038863481	0.002999802	0.269017677
chr5_108267494_108271876	Dr1	76.22644335	11.09733433	0.65026522	544.2641257	0.030510251	0.002999802	0.269017677
chr5_108311360_108314270	Pigg	81.80427314	11.40585982	0.906749713	477.3152313	0.029088238	0.002999802	0.269017677
chr5_108432594_108435149	Atp5k	72.8922368	11.81087196	0.414292485	313.5457071	0.09128264	0.003044557	0.273031225
chr5_108446906_108450174	Mfsd7a	18.92476544	13.4313681	19.84089142	131.5434231	0.292836535	0.004062997	0.364363346
chr5_108460409_108464845	Pcgf3	140.8706894	11.21528298	1.228049213	608.3853282	0.093463994	0.003044557	0.273031225
chr5_108625967_108631488	Tmem175	154.3145485	11.38666984	1.319430337	782.7027624	0.104205583	0.003048531	0.273387593
chr5_108656231_108662211	Dgkq	116.8124428	10.93622737	2.83546653	562.9164551	0.392975436	0.004823394	0.432554648
chr5_108668077_108670356	Idua	38.20039747	10.1635956	0.389538993	205.8334318	0.096853163	0.003044557	0.273031225
chr5_108691580_108695774	Fgfrl1	38.4832072	12.51015357	0.185092338	256.6679836	0.163498453	0.003143421	0.281897158
chr5_109556143_109559439	Crlf2	59.12432673	11.87810752	1.162880665	219.338688	0.078767816	0.003034602	0.272138497
chr5_109844063_109845627	Gm10416	6.901984326	10.82376753	0.236065433	73.58098301	0.149480717	0.003108708	0.27878421
chr5_109922385_109925117	LOC100642166	35.001835	12.58465583	0.556160222	179.4470558	0.052330372	0.003031006	0.271815974
chr5_109995576_109997964	Zfp932	22.45257712	10.87527835	19.97771002	171.5387221	0.265225074	0.003874189	0.34743139
chr5_110093591_110095588	Plcxd1	11.10400566	12.21923367	19.86136749	109.1703632	0.288750393	0.004033348	0.361704486
chr5_110106582_110108649	Zfp605	50.19410396	11.77817713	2.331435783	244.8543836	0.32654553	0.004314619	0.386928433
chr5_110109396_110111110	Zfp605	13.21872207	10.86268636	19.84471664	119.2812643	0.292074452	0.004057817	0.363898828
chr5_110134858_110137180	Chfr	30.97661753	10.27988857	0.696308765	217.3580005	0.011914097	0.002819423	0.252841584
chr5_110175579_110178548	Golga3	70.09332791	10.60808029	1.660012137	408.3332751	0.200140517	0.003499693	0.313847111
chr5_110229639_110232689	Ankle2	62.67887793	10.80250682	19.81294673	358.6854783	0.298386069	0.004097622	0.367468451
chr5_110267869_110270604	Pgam5	53.32742591	12.223926	0.364366459	213.4867924	0.108141688	0.003058019	0.274238448
chr5_110284328_110287263	Pole	38.17983935	11.67271559	20.39632499	210.5820975	0.187768916	0.00342198	0.306877918
chr5_110362573_110364131	Gm1679	3.855945153	12.392423	0.308414191	55.94357878	0.125467301	0.003083617	0.276534089
chr5_110444643_110449885	Fbrsl1	124.9265635	11.37397221	0.838279763	551.0153802	0.02173209	0.002962406	0.265664064
chr5_110652130_110654764	Ddx51	75.2417329	10.99300397	1.242891872	334.2589042	0.096803199	0.003044557	0.273031225
chr5_110768676_110772736	Ep400	69.52618639	11.26562961	0.754277618	364.9496997	0.001825705	0.002716355	0.243598609
chr5_110778232_110781402	Pus1	61.77988357	11.22460116	0.417509912	303.5901898	0.090557966	0.003044557	0.273031225
chr5_110807172_110810431	Ulk1	68.48635641	11.68093523	0.45278416	352.8492253	0.082604044	0.003039127	0.272544248
chr5_110838448_110840983	Chek2	21.37372222	10.83827144	0.318029575	199.4179106	0.123406313	0.003078496	0.276074832
chr5_111329371_111333029	Pitpnb	115.7569187	10.74650425	0.741616622	549.4367642	0.001175389	0.002669544	0.239400641
chr5_112275971_112278641	Tpst2	29.75188589	10.98862432	1.348166124	189.325786	0.110522694	0.003058811	0.274309525
chr5_112324040_112327900	Tfip11	60.24710238	10.7327924	1.481459814	417.3759357	0.129664335	0.003083617	0.276534089
chr5_112341336_112346591	Hps4	71.40051558	10.89372546	0.18493125	475.4597796	0.159891144	0.003132851	0.280949289
chr5_113014261_113016003	Adrbk2	24.92264143	10.97950702	21.30110445	74.9056401	0.652257197	0.007664026	0.687298156
chr5_113169489_113173884	2900026A02Rik	35.05372859	11.88033531	1.219437696	218.0870616	0.091525213	0.003044557	0.273031225
chr5_113214473_113221592	Tmem211	205.650614	10.26898759	1.667218471	821.0723903	0.148918159	0.003108708	0.27878421
chr5_113734671_113737539	Ficd	54.7438885	11.74862806	0.889843403	227.7089597	0.025162308	0.002962406	0.265664064
chr5_113770134_113774379	Iscu	95.38874697	10.73377678	1.56396264	571.0587711	0.137335888	0.003085367	0.276690965
chr5_113904624_113911738	Coro1c	245.8612074	11.38577793	1.145281395	741.2088094	0.074790013	0.003034327	0.272113824
chr5_113992097_113994861	Ssh1	44.77431837	11.11978669	0.504805344	211.2095973	0.064209132	0.003031006	0.271815974
chr5_114099637_114101577	Usp30	51.70319855	11.5093556	0.334879258	217.8174474	0.114615604	0.003065676	0.274925146
chr5_114126972_114128538	Alkbh2	15.76247819	11.65055787	19.93000646	104.1224461	0.27493343	0.003937818	0.35313751
chr5_114130013_114133126	Alkbh2	33.85712019	11.56175628	0.273606906	146.8108971	0.132914695	0.003083617	0.276534089
chr5_114137069_114140230	Ung	6.658627177	9.856540671	19.34377325	90.34001409	0.374201275	0.004678823	0.419589697
chr5_114376988_114382900	Ube3b	191.0782405	10.64895261	0.82554047	882.0239434	0.01871426	0.002913282	0.261258647
chr5_114443228_114445820	Mvk	34.29792285	11.17549044	0.705780359	226.5864223	0.009669387	0.002809574	0.251958306
chr5_114566793_114570038	BC057022	26.24968769	13.12232427	20.40989098	134.080302	0.184776155	0.00341017	0.305818824
chr5_114688843_114691346	Gltp	42.71668845	10.9111211	0.361582081	280.9300303	0.108753583	0.003058811	0.274309525
chr5_114707106_114709032	Tchp	23.02195579	11.0250023	0.910067469	126.0268851	0.029858529	0.002999802	0.269017677
chr5_114771697_114776752	Ankrd13a	148.7801984	11.08559646	1.566291003	774.7027196	0.137822846	0.003086427	0.276786046
chr5_114813016_114814329	1500011B03Rik	5.990398467	13.04666463	0.438489742	62.42885986	0.085829203	0.003044557	0.273031225
chr5_114825564_114827088	2610524H06Rik	5.869492885	10.06806395	19.16966351	55.86144908	0.392110339	0.004816981	0.431979486
chr5_114896350_114899247	Oasl2	7.284585244	10.56560617	1.075228291	149.1783611	0.068111179	0.003031006	0.271815974
chr5_114921297_114928476	Oasl1	24.458356	13.32036513	20.26560208	487.2789305	0.216328396	0.003586988	0.32167563
chr5_114940726_114943706	2210016L21Rik	16.65828087	10.73207593	20.40418215	196.9131341	0.186036199	0.003413556	0.306122534
chr5_114967058_114973053	Hnf1a	253.8344494	11.30792592	18.69553806	1042.629907	0.44304787	0.005250155	0.470825911
chr5_115008837_115016701	Sppl3	182.2473994	11.38561497	0.247052463	821.4302586	0.143053685	0.003108708	0.27878421
chr5_115118293_115120199	Acads	30.34612476	11.88232202	20.10222074	146.430878	0.251241222	0.003796492	0.340463597
chr5_115133128_115135252	Unc119b	28.87974547	12.51177697	0.446557545	155.2700662	0.084009233	0.003039127	0.272544248
chr5_115152293_115160016	Mlec	222.784162	11.1052875	20.01181965	981.781747	0.258231752	0.003834345	0.343858192
chr5_115193274_115195179	Cabp1	8.083734034	13.43388606	0.473878519	49.88712323	0.071350181	0.003031006	0.271815974
chr5_115235152_115236266	Pop5	6.861061444	13.48469054	0.353250253	54.53290148	0.110583864	0.003058811	0.274309525
chr5_115269001_115273707	Rnf10	112.294183	10.76982503	0.569992072	542.3186187	0.049127038	0.003029888	0.271715716
chr5_115278985_115281015	Coq5	43.10058076	11.35603082	0.239457241	204.6310374	0.148788449	0.003108708	0.27878421
chr5_115298545_115302101	Dynll1	45.82378465	10.96165057	0.362267587	227.5007182	0.108602947	0.003058811	0.274309525
chr5_115325997_115329127	Srsf9	44.30502129	11.83121864	20.12555868	279.8960378	0.2463114	0.00376748	0.337861869
chr5_115339478_115343253	Triap1	50.91751958	10.93565411	0.309990378	358.3891216	0.120068976	0.003065676	0.274925146
chr5_115346850_115349975	Cox6a1	64.95824777	10.742847	0.573507275	353.8641711	0.048312708	0.003025337	0.271307597
chr5_115428979_115431389	Msi1	28.74856342	12.521974	1.810458049	123.9782943	0.167928767	0.003161162	0.283488202
chr5_115483415_115485385	Sirt4	18.42011019	10.55885146	0.347048372	175.6811758	0.111945546	0.00306092	0.274498617
chr5_115505987_115509238	Pxn	62.55929262	11.3071819	0.368376273	295.2010825	0.107260283	0.003054351	0.273909574
chr5_115559092_115562485	Rplp0	80.87489703	11.43922444	1.447943487	396.2175685	0.122484737	0.003074522	0.275718402
chr5_115564058_115567298	Gcn1l1	41.11013337	11.0071908	0.240857312	260.9268947	0.144346065	0.003108708	0.27878421
chr5_115630481_115634781	Rab35	81.04778687	11.92386361	1.006060258	436.5160596	0.052117483	0.003031006	0.271815974
chr5_115730291_115733252	Ccdc64	36.17777937	11.45569922	2.543140316	146.2313842	0.353906619	0.004511638	0.404596786
chr5_115844102_115846324	Cit	24.24528487	10.87832471	21.27233183	98.82916017	0.658110179	0.00771581	0.691942083
chr5_116020657_116025290	Prkab1	108.2049924	11.67667333	0.535789572	515.025465	0.057045131	0.003031006	0.271815974
chr5_117113910_117117805	Suds3	125.5303804	11.08742125	0.999528754	637.9136238	0.050604987	0.003031006	0.271815974
chr5_117119108_117123489	Taok3	88.71309112	10.93139412	0.427568953	564.2451512	0.088291427	0.003044557	0.273031225
chr5_117286091_117288412	Pebp1	24.54391973	11.59831983	1.075606868	137.4074592	0.068198587	0.003031006	0.271815974
chr5_117314828_117324106	Vsig10	211.3378905	10.6137805	0.589171978	917.7366049	0.044682708	0.003003691	0.269366416
chr5_117356055_117362373	Wsb2	194.0469008	10.96470676	1.899686168	846.3137269	0.251643152	0.003797693	0.340571327
chr5_117387381_117389427	Rfc5	17.17968802	13.15303539	0.548725213	145.2936835	0.054051608	0.003031006	0.271815974
chr5_117976222_117977603	Fbxo21	17.6043426	11.55494499	0.585918819	61.53939428	0.045436713	0.003010649	0.269990427
chr5_118153809_118156020	Fbxw8	45.78532819	12.37342971	0.505132796	237.1691279	0.064133469	0.003031006	0.271815974
chr5_118243974_118247071	2410131K14Rik	43.69302105	12.88810471	20.31337114	226.8779662	0.205952627	0.003527705	0.316359198
chr5_118559330_118563128	Med13l	119.5194455	11.14746042	0.553458767	459.3711835	0.052955824	0.003031006	0.271815974
chr5_119669340_119677679	Tbx3	537.6160809	9.569508357	19.68602313	2485.368149	0.323187322	0.00428737	0.384484812
chr5_119689892_119691331	LOC433944	8.273260616	12.57602425	0.686373527	51.06719395	0.014268497	0.002838418	0.254545021
chr5_120115735_120117420	Rbm19	24.425401	12.57241752	0.173764242	110.3087564	0.165749564	0.003153432	0.282795014
chr5_120502200_120503992	Plbd2	30.98946219	13.0055741	0.696780243	148.9093437	0.011802364	0.002819423	0.252841584
chr5_120510856_120512353	Slc24a6	3.824780324	11.520747	1.66881904	70.04389397	0.202066008	0.003507427	0.314540708
chr5_120586060_120589040	Iqcd	37.56670693	11.90503983	19.91724921	287.2538255	0.277515189	0.003953701	0.354561829
chr5_120610782_120614681	Ddx54	86.09521496	11.30225303	1.58653597	543.1475777	0.142052823	0.003106928	0.278624547
