Chromosome,Start,End,Name,Start_b,End_b,Name_b,Strand,Distance
chr5,123317846,123319069,12993,123342448,123344448,Bcl7a,+,23380
chr5,123343449,123346784,12994,123342448,123344448,Bcl7a,+,0
chr5,123393901,123398951,12995,123392819,123394819,Mlxip,+,0
chr5,123522921,123524754,12996,123524164,123526164,Diablo,-,0
chr5,123571221,123573959,12997,123573015,123575015,Vps33a,-,0
chr5,123669832,123671903,12998,123684291,123686291,Clip1,-,12389
chr5,123682337,123685650,12999,123684291,123686291,Clip1,-,0
chr5,123717543,123722551,13000,123721044,123723044,Zcchc8,-,0
chr5,123745851,123750385,13001,123747726,123749726,Kntc1,+,0
chr5,123855031,123855826,13002,123865516,123867516,Niacr1,-,9691
chr5,123861750,123863841,13003,123865516,123867516,Niacr1,-,1676
chr5,123906116,123909272,13004,123905275,123907275,Denr,+,0
chr5,123929754,123931751,13005,123928689,123930689,Ccdc62,+,0
chr5,123967965,123969971,13006,123971628,123973628,Hip1r,+,1658
chr5,123973317,123978888,13007,123971628,123973628,Hip1r,+,0
chr5,124005046,124008249,13008,124032260,124034260,Vps37b,-,24012
chr5,124027816,124033105,13009,124032260,124034260,Vps37b,-,0
chr5,124049257,124051425,13010,124032260,124034260,Vps37b,-,14998
chr5,124069814,124071352,13011,124095798,124097798,Abcb9,-,24447
chr5,124082016,124085324,13012,124095798,124097798,Abcb9,-,10475
chr5,124090918,124095994,13013,124095798,124097798,Abcb9,-,0
chr5,124111022,124114431,13014,124110338,124112338,Ogfod2,+,0
chr5,124114840,124117350,13015,124114108,124116108,Arl6ip4,+,0
chr5,124248462,124250625,13016,124227725,124229725,4930568K20Rik,+,18738
chr5,124326580,124329318,13017,124326089,124328089,2810006K23Rik,+,0
chr5,124350670,124355488,13018,124354628,124356628,Cdk2ap1,-,0
chr5,124423519,124426787,13019,124425914,124427914,Sbno1,-,0
chr5,124438640,124441311,13020,124437930,124439930,Setd8,+,0
chr5,124443938,124448649,13021,124437930,124439930,Setd8,+,4009
chr5,124448988,124454874,13022,124437930,124439930,Setd8,+,9059
chr5,124477624,124478480,13023,124478235,124480235,Rilpl2,-,0
chr5,124481811,124484962,13024,124481155,124483155,Snrnp35,+,0
chr5,124496300,124497749,13025,124481155,124483155,Snrnp35,+,13146
chr5,124530586,124532027,13026,124531391,124533391,Rilpl1,-,0
chr5,124539813,124543908,13027,124538791,124540791,Tmed2,+,0
chr5,124551438,124554673,13028,124550864,124552864,Ddx55,+,0
chr5,124577264,124580454,13029,124577148,124579148,Gtf2h3,+,0
chr5,124627861,124633770,13030,124596749,124598749,Tctn2,+,29113
chr5,124862465,124864376,13031,124860705,124862705,Zfp664,+,0
chr5,125079462,125083224,13032,125001475,125003475,Fam101a,+,75988
chr5,125139850,125142444,13033,125179214,125181214,Ncor2,-,36771
chr5,125156847,125159181,13034,125179214,125181214,Ncor2,-,20034
chr5,125177142,125180441,13035,125179214,125181214,Ncor2,-,0
chr5,125387995,125391099,13036,125390017,125392017,Ubc,-,0
chr5,125392605,125392958,13037,125390017,125392017,Ubc,-,589
chr5,125403118,125407314,13038,125390017,125392017,Ubc,-,11102
chr5,125432579,125434590,13039,125434048,125436048,Dhx37,-,0
chr5,125440567,125443188,13040,125439568,125441568,Bri3bp,+,0
chr5,125465809,125467970,13041,125473873,125475873,Aacs,+,5904
chr5,125474783,125478571,13042,125473873,125475873,Aacs,+,0
chr5,127614693,127618070,13043,127617392,127619392,Slc15a4,-,0
chr5,127631978,127633651,13044,127630262,127632262,Glt1d1,+,0
chr5,129018945,129022170,13045,129018156,129020156,Ran,+,0
chr5,129071835,129074268,13046,129094750,129096750,Gpr133,+,20483
chr5,129076390,129078384,13047,129094750,129096750,Gpr133,+,16367
chr5,129096002,129098672,13048,129094750,129096750,Gpr133,+,0
chr5,129500005,129503424,13049,129499231,129501231,Sfswap,+,0
chr5,129583148,129585758,13050,129582214,129584214,Mmp17,+,0
chr5,129668640,129670829,13051,129670088,129672088,Zfp11,-,0
chr5,129714930,129716636,13052,129713528,129715528,Mrps17,+,0
chr5,129724174,129726779,13053,129723075,129725075,Gbas,+,0
chr5,129778010,129779851,13054,129785385,129787385,Cct6a,+,5535
chr5,129785887,129789768,13055,129785385,129787385,Cct6a,+,0
chr5,129846534,129848719,13056,129844990,129846990,Sumf2,+,0
chr5,129884200,129888320,13057,129887470,129889470,Chchd2,-,0
chr5,129908043,129909532,13058,129906540,129908540,4930579G22Rik,+,0
chr5,129941922,129943794,13059,129940113,129942113,Vkorc1l1,+,0
chr5,130001498,130003487,13060,130002828,130004828,Gusb,-,0
chr5,130022820,130025090,13061,130024331,130026331,Asl,-,0
chr5,130028352,130031411,13062,130027306,130029306,Crcp,+,0
chr5,130170294,130174114,13063,130169819,130171819,Rabgef1,+,0
chr5,130221089,130224744,13064,130217744,130219744,0610007L01Rik,+,1346
chr5,130253346,130258045,13065,130253619,130255619,Tyw1,+,0
chr5,131534813,131539336,13066,131307522,131309522,Wbscr17,-,225292
chr5,132541020,132543583,13067,132542343,132544343,Auts2,-,0
chr5,134098838,134103984,13068,134097748,134099748,Gatsl2,+,0
chr5,134175123,134177242,13069,134176767,134178767,Wbscr16,-,0
chr5,134182615,134185202,13070,134182038,134184038,Gtf2ird2,+,0
chr5,134312444,134316455,13071,134314746,134316746,Gtf2i,-,0
chr5,134378814,134378960,13072,134314746,134316746,Gtf2i,-,62069
chr5,134379048,134379183,13073,134314746,134316746,Gtf2i,-,62303
chr5,134417391,134420939,13074,134456716,134458716,Gtf2ird1,-,35778
chr5,134436504,134438624,13075,134456716,134458716,Gtf2ird1,-,18093
chr5,134453052,134457270,13076,134456716,134458716,Gtf2ird1,-,0
chr5,134546526,134553354,13077,134552434,134554434,Clip2,-,0
chr5,134571502,134573026,13078,134580690,134582690,Rfc2,+,7665
chr5,134582055,134584530,13079,134580690,134582690,Rfc2,+,0
chr5,134627674,134632017,13080,134639328,134641328,Eif4h,-,7312
chr5,134637040,134640368,13081,134639328,134641328,Eif4h,-,0
chr5,134675226,134677015,13082,134688590,134690590,Limk1,-,11576
chr5,134687805,134689650,13083,134688590,134690590,Limk1,-,0
chr5,134931008,134934668,13084,134930373,134932373,Wbscr27,+,0
chr5,134943242,134948214,13085,134946934,134948934,Cldn4,-,0
chr5,134950409,134952384,13086,134946934,134948934,Cldn4,-,1476
chr5,134964761,134970361,13087,134984214,134986214,Cldn3,+,13854
chr5,134980607,134982184,13088,134984214,134986214,Cldn3,+,2031
chr5,134985653,134990246,13089,134984214,134986214,Cldn3,+,0
chr5,134999157,135002931,13090,135001350,135003350,Wbscr25,-,0
chr5,135007499,135014173,13091,135007152,135009152,Abhd11,+,0
chr5,135022929,135024395,13092,135021572,135023572,Stx1a,+,0
chr5,135062826,135066447,13093,135062206,135064206,Dnajc30,+,0
chr5,135075823,135079038,13094,135078266,135080266,Vps37d,-,0
chr5,135106301,135110713,13095,135104891,135106891,Mlxipl,+,0
chr5,135116381,135120087,13096,135104891,135106891,Mlxipl,+,9491
chr5,135148083,135151718,13097,135147711,135149711,Tbl2,+,0
chr5,135167350,135170386,13098,135166372,135168372,Bcl7b,+,0
chr5,135186024,135191290,13099,135185323,135187323,Baz1b,+,0
chr5,135249706,135251782,13100,135251047,135253047,Fzd9,-,0
chr5,135357681,135357838,13101,135351296,135353296,Trim50,+,4386
chr5,135369011,135371379,13102,135367953,135369953,Nsun5,+,0
chr5,135392097,135395361,13103,135394546,135396546,Pom121,-,0
chr5,135544427,135546132,13104,135545122,135547122,Hip1,-,0
chr5,135562791,135565982,13105,135563569,135565569,Ccl26,-,0
chr5,135589301,135591183,13106,135573043,135575043,Ccl24,-,14259
chr5,135625124,135628420,13107,135630654,135632654,Rhbdd2,+,2235
chr5,135632403,135634029,13108,135630654,135632654,Rhbdd2,+,0
chr5,135688080,135691596,13109,135687214,135689214,Por,+,0
chr5,135724985,135727998,13110,135744172,135746172,Tmem120a,-,16175
chr5,135742023,135745238,13111,135744172,135746172,Tmem120a,-,0
chr5,135776411,135785098,13112,135776649,135778649,Mdh2,+,0
chr5,135793582,135795537,13113,135778385,135780385,Styxl1,-,13198
chr5,135932005,135935753,13114,135934641,135936641,Ywhag,-,0
chr5,135956852,135958700,13115,135974476,135976476,Srcrb4d,-,15777
chr5,135961283,135964018,13116,135974476,135976476,Srcrb4d,-,10459
chr5,135994337,135996609,13117,135992800,135994800,Dtx2,+,0
chr5,136083069,136085798,13118,136081916,136083916,Rasa4,+,0
chr5,136115761,136118635,13119,136114691,136116691,Polr2j,+,0
chr5,136134605,136137897,13120,136136074,136138074,Lrwd1,-,0
chr5,136169441,136174949,13121,136170656,136172656,Orai2,-,0
chr5,136197575,136200462,13122,136198954,136200954,Prkrip1,-,0
chr5,136564662,136569249,13123,136567431,136569431,Cux1,-,0
chr5,136583767,136585957,13124,136567431,136569431,Cux1,-,14337
chr5,136907604,136909656,13125,136906150,136908150,Rabl5,+,0
chr5,136918453,136920351,13126,136917146,136919146,4933404O12Rik,+,0
chr5,136922912,136924634,13127,136917146,136919146,4933404O12Rik,+,3767
chr5,136952366,136955220,13128,136951275,136953275,Fis1,+,0
chr5,136961431,136963384,13129,136965869,136967869,Cldn15,+,2486
chr5,136963630,136970934,13130,136965869,136967869,Cldn15,+,0
chr5,136982666,136982837,13131,136985019,136987019,Plod3,+,2183
chr5,136985773,136988444,13132,136985019,136987019,Plod3,+,0
chr5,137044688,137046430,13133,137046060,137048060,Ap1s1,-,0
chr5,137114594,137117287,13134,137116207,137118207,Trim56,-,0
chr5,137149671,137149806,13135,137116207,137118207,Trim56,-,31465
chr5,137151485,137153313,13136,137116207,137118207,Trim56,-,33279
chr5,137163889,137164667,13137,137116207,137118207,Trim56,-,45683
chr5,137165204,137166928,13138,137116207,137118207,Trim56,-,46998
chr5,137188407,137190608,13139,137116207,137118207,Trim56,-,70201
chr5,137192449,137196072,13140,137116207,137118207,Trim56,-,74243
chr5,137210390,137212593,13141,137286277,137288277,Ache,+,73685
chr5,137263244,137270014,13142,137286277,137288277,Ache,+,16264
chr5,137276289,137280008,13143,137286277,137288277,Ache,+,6270
chr5,137292489,137296299,13144,137292669,137294669,Ufsp1,+,0
chr5,137303844,137308695,13145,137307674,137309674,Srrt,-,0
chr5,137332634,137335413,13146,137333582,137335582,Slc12a9,-,0
chr5,137335918,137339800,13147,137333582,137335582,Slc12a9,-,337
chr5,137348241,137353244,13148,137348109,137350109,Ephb4,+,0
chr5,137500192,137503789,13149,137502429,137504429,Pop7,-,0
chr5,137509468,137512356,13150,137516880,137518880,Gigyf1,+,4525
chr5,137529370,137535883,13151,137533229,137535229,Gnb2,-,0
chr5,137598865,137604736,13152,137601040,137603040,Mospd3,-,0
chr5,137627812,137632418,13153,137627123,137629123,Lrch4,+,0
chr5,137669845,137674302,13154,137684693,137686693,Agfg2,-,10392
chr5,137682085,137685060,13155,137684693,137686693,Agfg2,-,0
chr5,137706152,137708302,13156,137684693,137686693,Agfg2,-,19460
chr5,137738411,137742647,13157,137739998,137741998,6430598A04Rik,-,0
chr5,137744968,137749750,13158,137743969,137745969,Tsc22d4,+,0
chr5,137776430,137782097,13159,137776918,137778918,Ppp1r35,+,0
chr5,137782533,137788521,13160,137785802,137787802,Zcwpw1,+,0
chr5,137917308,137923821,13161,137921619,137923619,Cyp3a13,-,0
chr5,138084324,138090264,13162,138083084,138085084,Zkscan1,+,0
chr5,138116115,138118962,13163,138114905,138116905,Zscan21,+,0
chr5,138148383,138150941,13164,138155744,138157744,Zfp113,-,4804
chr5,138154261,138156169,13165,138155744,138157744,Zfp113,-,0
chr5,138160285,138162884,13166,138159102,138161102,Cops6,+,0
chr5,138168653,138173230,13167,138170021,138172021,Ap4m1,+,0
chr5,138185095,138188793,13168,138185535,138187535,Cnpy4,+,0
chr5,138193542,138195531,13169,138192314,138194314,Mblac1,+,0
chr5,138254469,138256981,13170,138253482,138255482,0910001L09Rik,+,0
chr5,138262182,138264984,13171,138262045,138264045,6330418K02Rik,+,0
chr5,138441123,138443350,13172,138439476,138441476,Zfp157,+,0
chr5,138618469,138621394,13173,138619743,138621743,Zfp68,-,0
chr5,138621715,138624221,13174,138619743,138621743,Zfp68,-,0
chr5,138977185,138981926,13175,138994953,138996953,Pdgfa,-,13028
chr5,138991027,138997028,13176,138994953,138996953,Pdgfa,-,0
chr5,139148965,139151893,13177,139148223,139150223,Heatr2,+,0
chr5,139199549,139203074,13178,139198637,139200637,Sun1,+,0
chr5,139225575,139229800,13179,139250324,139252324,Get4,+,20525
chr5,139251103,139255977,13180,139250324,139252324,Get4,+,0
chr5,139281697,139289697,13181,139250324,139252324,Get4,+,29374
chr5,139298914,139305335,13182,139325464,139327464,Adap1,-,20130
chr5,139316251,139318917,13183,139325464,139327464,Adap1,-,6548
chr5,139319925,139327945,13184,139325464,139327464,Adap1,-,0
chr5,139330698,139334299,13185,139325464,139327464,Adap1,-,3235
chr5,139342514,139346111,13186,139345166,139347166,Cox19,-,0
chr5,139370559,139373486,13187,139369745,139371745,Mir339,-,0
chr5,139378649,139381492,13188,139378667,139380667,Gpr146,+,0
chr5,139459453,139461392,13189,139460534,139462534,3110082I17Rik,-,0
chr5,139464872,139467390,13190,139460534,139462534,3110082I17Rik,-,2339
chr5,139477788,139481797,13191,139484491,139486491,Zfand2a,-,2695
chr5,139482098,139485415,13192,139484491,139486491,Zfand2a,-,0
chr5,139657683,139659756,13193,139736333,139738333,Micall2,-,76578
chr5,139732410,139733727,13194,139736333,139738333,Micall2,-,2607
chr5,139734738,139739695,13195,139736333,139738333,Micall2,-,0
chr5,139773952,139776330,13196,139775678,139777678,Ints1,-,0
chr5,139790609,139798527,13197,139789536,139791536,Mafk,+,0
chr5,139810581,139815350,13198,139814283,139816283,Tmem184a,-,0
chr5,139822135,139824076,13199,139826843,139828843,Psmg3,-,2768
chr5,139825869,139827155,13200,139826843,139828843,Psmg3,-,0
chr5,140208191,140209768,13201,140321552,140323552,Mad1l1,-,111785
chr5,140318970,140323242,13202,140321552,140323552,Mad1l1,-,0
chr5,140330657,140333305,13203,140329922,140331922,Nudt1,+,0
chr5,140388407,140389517,13204,140389247,140391247,Snx8,-,0
chr5,140417625,140421993,13205,140417305,140419305,Eif3b,+,0
chr5,140607087,140612515,13206,140605341,140607341,Lfng,+,0
chr5,140646757,140650466,13207,140649031,140651031,Ttyh3,-,0
chr5,140662854,140665599,13208,140649031,140651031,Ttyh3,-,11824
chr5,140703734,140706520,13209,140702378,140704378,Iqce,-,0
chr5,140829247,140830594,13210,140830431,140832431,Gna12,-,0
chr5,140998847,141001151,13211,141000596,141002596,Card11,-,0
chr5,141851178,141853260,13212,142399497,142401497,Foxk1,+,546238
chr5,142366301,142368784,13213,142399497,142401497,Foxk1,+,30714
chr5,142400551,142405478,13214,142399497,142401497,Foxk1,+,0
chr5,142420775,142422663,13215,142399497,142401497,Foxk1,+,19279
chr5,142424014,142426462,13216,142399497,142401497,Foxk1,+,22518
chr5,142439344,142442706,13217,142461931,142463931,C330006K01Rik,+,19226
chr5,142462997,142465698,13218,142461931,142463931,C330006K01Rik,+,0
chr5,142628134,142631791,13219,142627584,142629584,Wipi2,+,0
chr5,142782635,142784772,13220,142817387,142819387,Tnrc18,-,32616
chr5,142813162,142815920,13221,142817387,142819387,Tnrc18,-,1468
chr5,142820274,142822474,13222,142817387,142819387,Tnrc18,-,888
chr5,142893246,142896613,13223,142895238,142897238,Fbxl18,-,0
chr5,142902733,142910652,13224,142906724,142908724,Actb,-,0
chr5,142919686,142926543,13225,142906724,142908724,Actb,-,10963
chr5,142928469,142933166,13226,142906724,142908724,Actb,-,19746
chr5,143111587,143113652,13227,143113020,143115020,Rnf216,-,0
chr5,143179294,143181530,13228,143179017,143181017,4933411G11Rik,+,0
chr5,143234593,143236468,13229,143233208,143235208,Zfp12,+,0
chr5,143268721,143270731,13230,143270022,143272022,Zfp316,-,0
chr5,143312991,143316032,13231,143315360,143317360,E130309D02Rik,-,0
chr5,143327576,143330489,13232,143327308,143329308,0610040B10Rik,+,0
chr5,143402170,143407892,13233,143401820,143403820,Kdelr2,+,0
chr5,143462468,143467897,13234,143462493,143464493,Daglb,+,0
chr5,143510814,143513353,13235,143527993,143529993,Rac1,-,14641
chr5,143522361,143529528,13236,143527993,143529993,Rac1,-,0
chr5,143534135,143535937,13237,143527993,143529993,Rac1,-,4143
chr5,143546933,143549914,13238,143546706,143548706,2810453I06Rik,+,0
chr5,143621685,143624497,13239,143620447,143622447,Cyth3,+,0
chr5,143729345,143733553,13240,143732280,143734280,Usp42,-,0
chr5,143816958,143820386,13241,143869862,143871862,Eif2ak1,+,49477
chr5,143889837,143891608,13242,143895067,143897067,Ankrd61,-,3460
chr5,143906758,143911805,13243,143908001,143910001,Pms2,+,0
chr5,144013229,144015514,13244,144014853,144016853,Ccz1,-,0
chr5,144048849,144051380,13245,144050609,144052609,Ocm,-,0
chr5,144084798,144089216,13246,144098436,144100436,Lmtk2,+,9221
chr5,144097032,144102611,13247,144098436,144100436,Lmtk2,+,0
chr5,144221802,144224845,13248,144223578,144225578,Tecpr1,-,0
chr5,144231703,144231866,13249,144223578,144225578,Tecpr1,-,6126
chr5,144253937,144260902,13250,144242437,144244437,Bri3,+,9501
chr5,144289751,144291247,13251,144275061,144277061,Gm15708,+,12691
chr5,144293987,144298003,13252,144275061,144277061,Gm15708,+,16927
chr5,144313333,144319539,13253,144275061,144277061,Gm15708,+,36273
chr5,144321222,144322801,13254,144358112,144360112,Baiap2l1,-,35312
chr5,144354644,144361493,13255,144358112,144360112,Baiap2l1,-,0
chr5,144767318,144770150,13256,144766792,144768792,Trrap,+,0
chr5,144964900,144966985,13257,144965830,144967830,Smurf1,-,0
chr5,145083171,145085950,13258,145081869,145083869,Arpc1a,+,0
chr5,145112993,145117802,13259,145112256,145114256,Arpc1b,+,0
chr5,145137001,145142052,13260,145138397,145140397,Bud31,+,0
chr5,145163723,145170265,13261,145165224,145167224,Cpsf4,+,0
chr5,145189741,145192232,13262,145191592,145193592,Atp5j2,-,0
chr5,145198802,145202304,13263,145201882,145203882,Zkscan14,-,0
chr5,145221806,145224319,13264,145229715,145231715,Zfp655,+,5397
chr5,145230277,145234283,13265,145229715,145231715,Zfp655,+,0
chr5,145280284,145282298,13266,145281343,145283343,Zfp498,+,0
chr5,145877653,145881194,13267,145879854,145881854,Cyp3a11,-,0
chr5,146008390,146011486,13268,146009618,146011618,Cyp3a25,-,0
chr5,146020738,146023026,13269,146009618,146011618,Cyp3a25,-,9121
chr5,146030280,146032096,13270,146009618,146011618,Cyp3a25,-,18663
chr5,146067539,146071109,13271,146077258,146079258,Cyp3a59,+,6150
chr5,146219193,146222382,13272,146221457,146223457,Rnf6,-,0
chr5,146230046,146234604,13273,146229675,146231675,Cdk8,+,0
chr5,146260532,146261732,13274,146229675,146231675,Cdk8,+,28858
chr5,146379491,146379623,13275,146383006,146385006,Wasf3,+,3384
chr5,146666574,146666765,13276,146585239,146587239,Gpr12,-,79336
chr5,146675211,146677361,13277,146585239,146587239,Gpr12,-,87973
chr5,146689741,146695062,13278,146794956,146796956,Usp12,-,99895
chr5,146702442,146704653,13279,146794956,146796956,Usp12,-,90304
chr5,146769250,146772854,13280,146794956,146796956,Usp12,-,22103
chr5,146788147,146795718,13281,146794956,146796956,Usp12,-,0
chr5,146831757,146836147,13282,146830890,146832890,Rpl21,+,0
chr5,146844499,146846384,13283,146843071,146845071,Rasl11a,+,0
chr5,146936890,146938870,13284,146946657,146948657,Gtf3a,+,7788
chr5,146947761,146949953,13285,146946657,146948657,Gtf3a,+,0
chr5,146961503,146964695,13286,146963797,146965797,Mtif3,-,0
chr5,147073851,147079098,13287,147075541,147077541,Polr1d,+,0
chr5,147234966,147236945,13288,147268131,147270131,Pdx1,+,31187
chr5,147291409,147295671,13289,147307249,147309249,Cdx2,-,11579
chr5,147302867,147307218,13290,147307249,147309249,Cdx2,-,32
chr5,147312312,147317380,13291,147307249,147309249,Cdx2,-,3064
chr5,147428931,147433521,13292,147428580,147430580,Pan3,+,0
chr5,147563561,147565099,13293,147428580,147430580,Pan3,+,132982
chr5,147611435,147611614,13294,147725988,147727988,Flt1,-,114375
chr5,147859510,147862645,13295,147858628,147860628,Pomp,+,0
chr5,147872179,147877886,13296,147858628,147860628,Pomp,+,11552
chr5,147892977,147896020,13297,147894802,147896802,Slc46a3,-,0
chr5,147907101,147909734,13298,147894802,147896802,Slc46a3,-,10300
chr5,148360324,148362695,13299,148399904,148401904,Slc7a1,-,37210
chr5,148397684,148400734,13300,148399904,148401904,Slc7a1,-,0
chr5,148418770,148420133,13301,148399904,148401904,Slc7a1,-,16867
chr5,148546851,148553545,13302,148552788,148554788,Ubl3,-,0
chr5,148644496,148646226,13303,148552788,148554788,Ubl3,-,89709
chr5,148739263,148742979,13304,148739840,148741840,2210417A02Rik,+,0
chr5,148747500,148749751,13305,148739840,148741840,2210417A02Rik,+,5661
chr5,148754438,148758241,13306,148739840,148741840,2210417A02Rik,+,12599
chr5,148770182,148772082,13307,148739840,148741840,2210417A02Rik,+,28343
chr5,148928001,148929611,13308,148928647,148930647,Katnal1,-,0
chr5,148958838,148960750,13309,148948250,148950250,8430423G03Rik,+,8589
chr5,148993725,148996088,13310,149004962,149006962,Gm15408,+,8875
chr5,149001700,149003580,13311,149004962,149006962,Gm15408,+,1383
chr5,149006067,149007685,13312,149004962,149006962,Gm15408,+,0
chr5,149014564,149016277,13313,149004962,149006962,Gm15408,+,7603
chr5,149030790,149032238,13314,149053037,149055037,Hmgb1,-,20800
chr5,149049945,149054093,13315,149053037,149055037,Hmgb1,-,0
chr5,149183085,149186759,13316,149182036,149184036,5730422E09Rik,-,0
chr5,149228706,149230013,13317,149263058,149265058,Alox5ap,+,33046
chr5,149245291,149247163,13318,149263058,149265058,Alox5ap,+,15896
chr5,149634209,149637777,13319,149636315,149638315,Hsph1,-,0
chr5,149642440,149644454,13320,149636315,149638315,Hsph1,-,4126
chr5,149647571,149650896,13321,149636315,149638315,Hsph1,-,9257
chr5,149677499,149679750,13322,149676257,149678257,B3galtl,+,0
chr5,150195471,150197234,13323,150257930,150259930,Fry,+,60697
chr5,150258184,150260567,13324,150257930,150259930,Fry,+,0
chr5,150521524,150524014,13325,150520623,150522623,Brca2,+,0
chr5,150591911,150595939,13326,150594525,150596525,N4bp2l1,-,0
chr5,150610977,150612678,13327,150594525,150596525,N4bp2l1,-,14453
chr5,150663224,150666587,13328,150665612,150667612,N4bp2l2,-,0
chr5,150673517,150675048,13329,150671827,150673827,Pds5b,+,0
chr5,150916435,150918392,13330,150950607,150952607,Kl,+,32216
chr5,151141891,151145045,13331,151190193,151192193,Stard13,-,45149
chr5,151164155,151167286,13332,151190193,151192193,Stard13,-,22908
chr5,151188601,151190879,13333,151190193,151192193,Stard13,-,0
chr5,151231592,151234662,13334,151190193,151192193,Stard13,-,39400
chr5,151246166,151248386,13335,151190193,151192193,Stard13,-,53974
chr5,151366660,151370447,13336,151366675,151368675,1700028E10Rik,+,0
chr5,151649457,151652069,13337,151651208,151653208,Rfc3,-,0
chr5,151686346,151688104,13338,151651208,151653208,Rfc3,-,33139
chr6,3200447,3201973,13339,3286519,3288519,Gm8579,+,84547
chr6,3339090,3342234,13340,3286519,3288519,Gm8579,+,50572
chr6,3344882,3346251,13341,3399571,3401571,Samd9l,-,53321
chr6,3383878,3387067,13342,3399571,3401571,Samd9l,-,12505
chr6,3396510,3400196,13343,3399571,3401571,Samd9l,-,0
chr6,3491869,3494814,13344,3494498,3496498,Hepacam2,-,0
chr6,3497616,3500120,13345,3496393,3498393,Ccdc132,+,0
chr6,3987658,3989788,13346,3992012,3994012,Gngt1,+,2225
chr6,4003348,4005220,13347,4001987,4003987,Gng11,+,0
chr6,4085510,4087549,13348,4086927,4088927,Bet1,-,0
chr6,4600153,4602286,13349,4599066,4601066,Casd1,+,0
chr6,4902416,4904738,13350,4901320,4903320,Ppp1r9a,+,0
chr6,4923555,4924496,13351,4901320,4903320,Ppp1r9a,+,20236
chr6,5255121,5256946,13352,5256233,5258233,Pon3,-,0
chr6,5295754,5299008,13353,5298373,5300373,Pon2,-,0
chr6,5494306,5497259,13354,5496278,5498278,Pdk4,-,0
chr6,5509078,5510710,13355,5496278,5498278,Pdk4,-,10801
chr6,5632636,5634154,13356,5723639,5725639,Dync1i1,+,89486
chr6,5991937,5993859,13357,5977393,5979393,1700019G24Rik,-,12545
chr6,6004526,6006604,13358,5977393,5979393,1700019G24Rik,-,25134
chr6,6184905,6186923,13359,6217173,6219173,Slc25a13,-,30251
chr6,6215888,6217790,13360,6217173,6219173,Slc25a13,-,0
chr6,6576667,6579545,13361,6578658,6580658,Shfm1,-,0
chr6,6955174,6957611,13362,6954018,6956018,Acn9,+,0
chr6,7691412,7693874,13363,7693182,7695182,Asns,-,0
chr6,7843850,7849349,13364,7843224,7845224,C1galt1,+,0
chr6,8208587,8210369,13365,8207227,8209227,Mios,+,0
chr6,8257524,8261098,13366,8257288,8259288,Gm16039,+,0
chr6,8465651,8467795,13367,8507596,8509596,Glcci1,+,39802
chr6,8507712,8513662,13368,8507596,8509596,Glcci1,+,0
chr6,8730087,8730225,13369,8778484,8780484,Ica1,-,48260
chr6,8752378,8754123,13370,8778484,8780484,Ica1,-,24362
chr6,8776992,8779030,13371,8778484,8780484,Ica1,-,0
chr6,9889562,9890476,13372,8948019,8950019,Nxph1,+,939544
chr6,11905540,11908975,13373,11907446,11909446,Ndufa4,-,0
chr6,11924780,11927404,13374,11923881,11925881,Phf14,+,0
chr6,12019402,12021762,13375,12109580,12111580,Gm6578,-,87819
chr6,12059395,12061408,13376,12109580,12111580,Gm6578,-,48173
chr6,13068992,13071378,13377,13067759,13069759,Tmem106b,+,0
chr6,13606576,13608899,13378,13608063,13610063,Tmem168,-,0
chr6,13676420,13678687,13379,13677966,13679966,B630005N14Rik,-,0
chr6,13838217,13839929,13380,13839848,13841848,Gpr85,-,0
chr6,13870242,13872503,13381,13869569,13871569,1110019D14Rik,+,0
chr6,15720231,15722016,13382,15718661,15720661,Mdfic,+,0
chr6,17064411,17068409,13383,17063149,17065149,Tes,+,0
chr6,17078825,17080971,13384,17063149,17065149,Tes,+,13677
chr6,17462500,17465875,13385,17461957,17463957,Met,+,0
chr6,17568069,17570113,13386,17635098,17637098,Capza2,+,64986
chr6,17588950,17591164,13387,17635098,17637098,Capza2,+,43935
chr6,17611698,17613755,13388,17635098,17637098,Capza2,+,21344
chr6,17636448,17641215,13389,17635098,17637098,Capza2,+,0
chr6,17693024,17695500,13390,17747216,17749216,St7,+,51717
chr6,18169640,18175979,13391,18168687,18170687,Cftr,+,0
chr6,18179719,18182609,13392,18168687,18170687,Cftr,+,9033
chr6,18513125,18515415,13393,18514825,18516825,Cttnbp2,-,0
chr6,18847709,18850912,13394,18846635,18848635,Naa38,+,0
chr6,21850462,21853114,13395,21852515,21854515,Tspan12,-,0
chr6,21948394,21951434,13396,21947615,21949615,Ing3,+,0
chr6,21985129,21987377,13397,21983910,21985910,A430107O13Rik,+,0
chr6,22009696,22011299,13398,21983910,21985910,A430107O13Rik,+,23787
chr6,22326630,22327661,13399,22356081,22358081,Fam3c,-,28421
chr6,22329546,22331543,13400,22356081,22358081,Fam3c,-,24539
chr6,22350834,22356842,13401,22356081,22358081,Fam3c,-,0
chr6,22446802,22449485,13402,22356081,22358081,Fam3c,-,88722
chr6,23837507,23840633,13403,23839421,23841421,Cadps2,-,0
chr6,24164446,24168767,13404,24168092,24170092,Slc13a1,-,0
chr6,24182269,24184451,13405,24168092,24170092,Slc13a1,-,12178
chr6,24261709,24265271,13406,24168092,24170092,Slc13a1,-,91618
chr6,24309162,24311641,13407,24168092,24170092,Slc13a1,-,139071
