Chromosome,Start,End,Name,Start_b,End_b,Name_b,Score,Strand,Distance
chr7,126790896,126793877,15980,126792471,126794471,Ppp4c,.,-,0
chr7,126796813,126800753,15981,126800447,126802447,Aldoa,.,-,0
chr7,126861033,126863058,15982,126859972,126861972,Hirip3,.,+,0
chr7,126882834,126886316,15983,126884967,126886967,Taok2,.,-,0
chr7,126896915,126898848,15984,126898278,126900278,Tmem219,.,-,0
chr7,126920632,126924453,15985,126926879,126928879,Kctd13,.,+,2427
chr7,126927851,126930251,15986,126926879,126928879,Kctd13,.,+,0
chr7,126975301,126978803,15987,126974349,126976349,Cdipt,.,+,0
chr7,127002299,127005462,15988,127014594,127016594,Mvp,.,-,9133
chr7,127008125,127010635,15989,127014594,127016594,Mvp,.,-,3960
chr7,127012331,127015006,15990,127014594,127016594,Mvp,.,-,0
chr7,127016211,127017400,15991,127014594,127016594,Mvp,.,-,0
chr7,127024104,127026895,15992,127026479,127028479,Maz,.,-,0
chr7,127040885,127043343,15993,127042420,127044420,Kif22,.,-,0
chr7,127194301,127197340,15994,127196000,127198000,Cd2bp2,.,-,0
chr7,127206020,127208739,15995,127208468,127210468,Tbc1d10b,.,-,0
chr7,127229610,127234517,15996,127231443,127233443,Zfp553,.,+,0
chr7,127243533,127245340,15997,127242526,127244526,Zfp771,.,+,0
chr7,127253211,127255582,15998,127260667,127262667,Dctpp1,.,-,5086
chr7,127259983,127260789,15999,127260667,127262667,Dctpp1,.,-,0
chr7,127266799,127266964,16000,127260667,127262667,Dctpp1,.,-,4133
chr7,127270083,127274564,16001,127274059,127276059,Sephs2,.,-,0
chr7,127275803,127277890,16002,127274059,127276059,Sephs2,.,-,0
chr7,127344131,127347839,16003,127345314,127347314,Zfp768,.,-,0
chr7,127363122,127364521,16004,127376050,127378050,Zfp747,.,-,11530
chr7,127374609,127377084,16005,127376050,127378050,Zfp747,.,-,0
chr7,127385759,127389510,16006,127387166,127389166,9130019O22Rik,.,-,0
chr7,127392150,127394911,16007,127393621,127395621,E430018J23Rik,.,-,0
chr7,127399381,127401649,16008,127393621,127395621,E430018J23Rik,.,-,3761
chr7,127405470,127408629,16009,127406822,127408822,Zfp764,.,-,0
chr7,127421003,127422853,16010,127422034,127424034,Zfp688,.,-,0
chr7,127447606,127450393,16011,127449158,127451158,Zfp689,.,-,0
chr7,127469250,127473398,16012,127469614,127471614,Prr14,.,+,0
chr7,127476625,127481483,16013,127483221,127485221,Fbrs,.,+,1739
chr7,127511229,127515931,16014,127512869,127514869,1700008J07Rik,.,-,0
chr7,127572178,127574806,16015,127571348,127573348,Phkg2,.,+,0
chr7,127587769,127589976,16016,127586698,127588698,Rnf40,.,+,0
chr7,127614078,127616152,16017,127614433,127616433,Zfp629,.,-,0
chr7,127645992,127647654,16018,127614433,127616433,Zfp629,.,-,29560
chr7,127670962,127675253,16019,127706487,127708487,Mir762,.,+,31235
chr7,127707850,127709465,16020,127706487,127708487,Mir762,.,+,0
chr7,127710953,127713580,16021,127710736,127712736,Ctf1,.,+,0
chr7,127729114,127731294,16022,127725616,127727616,Ctf2,.,-,1499
chr7,127743872,127747610,16023,127744775,127746775,Fbxl19,.,+,0
chr7,127769019,127771422,16024,127767815,127769815,Orai3,.,+,0
chr7,127775911,127778867,16025,127775389,127777389,Setd1a,.,+,0
chr7,127800281,127801830,16026,127798609,127800609,Hsd3b7,.,+,0
chr7,127840588,127842802,16027,127839808,127841808,Stx4a,.,+,0
chr7,127873859,127878208,16028,127875701,127877701,Zfp646,.,+,0
chr7,127893962,127896204,16029,127895617,127897617,Vkorc1,.,-,0
chr7,127903745,127905142,16030,127902073,127904073,Bckdk,.,+,0
chr7,127910722,127914018,16031,127910517,127912517,Myst1,.,+,0
chr7,127921474,127924160,16032,127930113,127932113,Prss8,.,-,5954
chr7,127924841,127930835,16033,127930113,127932113,Prss8,.,-,0
chr7,127966146,127969929,16034,127965479,127967479,Fus,.,+,0
chr7,127990227,127994627,16035,127993867,127995867,Pycard,.,-,0
chr7,128002695,128006945,16036,128002378,128004378,Trim72,.,+,0
chr7,128030751,128036490,16037,128060640,128062640,Itgam,.,+,24151
chr7,128043861,128045955,16038,128060640,128062640,Itgam,.,+,14686
chr7,128048164,128049348,16039,128060640,128062640,Itgam,.,+,11293
chr7,128056378,128059628,16040,128060640,128062640,Itgam,.,+,1013
chr7,128097001,128099033,16041,128127568,128129568,Itgax,.,+,28536
chr7,128118273,128120165,16042,128127568,128129568,Itgax,.,+,7404
chr7,128236006,128239546,16043,128235357,128237357,Armc5,.,+,0
chr7,128287805,128289944,16044,128288435,128290435,Mir3103,.,-,0
chr7,128296378,128299449,16045,128298131,128300131,BC017158,.,-,0
chr7,128459648,128462524,16046,128461513,128463513,Tial1,.,-,0
chr7,128522841,128526021,16047,128521583,128523583,Bag3,.,+,0
chr7,128735564,128741371,16048,128740429,128742429,Mcmbp,.,-,0
chr7,128744063,128746364,16049,128742870,128744870,Sec23ip,.,+,0
chr7,129278587,129280509,16050,129255094,129257094,Ppapdc1a,.,+,21494
chr7,129284787,129287210,16051,129255094,129257094,Ppapdc1a,.,+,27694
chr7,129591079,129593693,16052,129589863,129591863,Wdr11,.,+,0
chr7,129937738,129939137,16053,129960165,129962165,Gm4265,.,+,21029
chr7,130043628,130045277,16054,129960165,129962165,Gm4265,.,+,81464
chr7,130433919,130436060,16055,130519961,130521961,Ate1,.,-,83902
chr7,130518064,130520635,16056,130519961,130521961,Ate1,.,-,0
chr7,130545370,130548034,16057,130547381,130549381,Nsmce4a,.,-,0
chr7,130573301,130575899,16058,130575484,130577484,Tacc2,.,+,0
chr7,130592692,130593707,16059,130575484,130577484,Tacc2,.,+,15209
chr7,130594641,130596840,16060,130575484,130577484,Tacc2,.,+,17158
chr7,130643791,130649898,16061,130575484,130577484,Tacc2,.,+,66308
chr7,130708804,130709627,16062,130772069,130774069,Btbd16,.,+,62443
chr7,130725667,130728476,16063,130772069,130774069,Btbd16,.,+,43594
chr7,130831099,130832443,16064,130863910,130865910,Plekha1,.,+,31468
chr7,130834117,130835174,16065,130863910,130865910,Plekha1,.,+,28737
chr7,130852093,130857664,16066,130863910,130865910,Plekha1,.,+,6247
chr7,130865108,130869643,16067,130863910,130865910,Plekha1,.,+,0
chr7,130998248,130999522,16068,131030076,131032076,Dmbt1,.,+,30555
chr7,131031319,131034844,16069,131030076,131032076,Dmbt1,.,+,0
chr7,131361268,131365053,16070,131362698,131364698,2310057M21Rik,.,-,0
chr7,131370819,131372071,16071,131369146,131371146,Pstk,.,+,0
chr7,131409166,131412250,16072,131408601,131410601,Acadsb,.,+,0
chr7,131560228,131561474,16073,131558391,131560391,Bub3,.,+,0
chr7,132285761,132287748,16074,132313664,132315664,Gm10584,.,+,25917
chr7,132401989,132403980,16075,132317155,132319155,Chst15,.,-,82835
chr7,132575136,132576426,16076,132576398,132578398,Oat,.,-,0
chr7,132596638,132598991,16077,132599637,132601637,Nkx1-2,.,-,647
chr7,132642775,132646504,16078,132608643,132610643,Lhpp,.,+,32133
chr7,132755773,132758814,16079,132813196,132815196,Fam53b,.,-,54383
chr7,132809523,132815470,16080,132813196,132815196,Fam53b,.,-,0
chr7,132851304,132853133,16081,132852647,132854647,Mettl10,.,-,0
chr7,132858361,132861005,16082,132857225,132859225,Fam175b,.,+,0
chr7,132930108,132933526,16083,132947622,132949622,Zranb1,.,+,14097
chr7,133028368,133031364,16084,132947622,132949622,Zranb1,.,+,78747
chr7,133088101,133089640,16085,133123483,133125483,Ctbp2,.,-,33844
chr7,133113932,133117934,16086,133123483,133125483,Ctbp2,.,-,5550
chr7,133119489,133125433,16087,133123483,133125483,Ctbp2,.,-,0
chr7,133636638,133639351,16088,133635675,133637675,2700050L05Rik,.,+,0
chr7,133707956,133710513,16089,133707333,133709333,Bccip,.,+,0
chr7,133774785,133780856,16090,133774891,133776891,Fank1,.,+,0
chr7,133780863,133783794,16091,133776803,133778803,Dhx32,.,-,2061
chr7,133792722,133795163,16092,133776803,133778803,Dhx32,.,-,13920
chr7,134670126,134672142,16093,134668687,134670687,Dock1,.,+,0
chr7,134677030,134680284,16094,134668687,134670687,Dock1,.,+,6344
chr7,134724824,134728301,16095,134668687,134670687,Dock1,.,+,54138
chr7,134811895,134812744,16096,134938430,134940430,Fam196a,.,-,125687
chr7,135509393,135513860,16097,135528654,135530654,Clrn3,.,-,14795
chr7,135520878,135525478,16098,135528654,135530654,Clrn3,.,-,3177
chr7,135525903,135529894,16099,135528654,135530654,Clrn3,.,-,0
chr7,135534069,135540117,16100,135535824,135537824,Ptpre,.,+,0
chr7,135714196,135716579,16101,135716379,135718379,Mki67,.,-,0
chr7,135723057,135724879,16102,135716379,135718379,Mki67,.,-,4679
chr7,135734904,135735750,16103,135716379,135718379,Mki67,.,-,16526
chr7,136456096,136460358,16104,136349415,136351415,C230079O03,.,-,104682
chr7,136726472,136729386,16105,136710604,136712604,Gm6249,.,-,13869
chr7,137396321,137398779,16106,137410756,137412756,9430038I01Rik,.,-,11978
chr7,137406764,137412256,16107,137410756,137412756,9430038I01Rik,.,-,0
chr7,137437468,137438871,16108,137435648,137437648,Glrx3,.,+,0
chr7,137491682,137493769,16109,137435674,137437674,Gm12669,.,+,54009
chr7,138844610,138849514,16110,138844386,138846386,Ppp2r2d,.,+,0
chr7,138871452,138873911,16111,138846267,138848267,Mapk1ip1,.,-,23186
chr7,138908268,138910082,16112,138909506,138911506,Bnip3,.,-,0
chr7,139125177,139127214,16113,139084001,139086001,Dpysl4,.,+,39177
chr7,139212169,139214242,16114,139210988,139212988,Lrrc27,.,+,0
chr7,139233128,139236176,16115,139246482,139248482,Pwwp2b,.,+,10307
chr7,139247507,139250377,16116,139246482,139248482,Pwwp2b,.,+,0
chr7,139256525,139260179,16117,139246482,139248482,Pwwp2b,.,+,8044
chr7,139299587,139304881,16118,139246482,139248482,Pwwp2b,.,+,51106
chr7,139342165,139345394,16119,139387109,139389109,Inpp5a,.,+,41716
chr7,139356364,139357209,16120,139387109,139389109,Inpp5a,.,+,29901
chr7,139359227,139362256,16121,139387109,139389109,Inpp5a,.,+,24854
chr7,139387672,139391227,16122,139387109,139389109,Inpp5a,.,+,0
chr7,139411029,139414977,16123,139387109,139389109,Inpp5a,.,+,21921
chr7,139450897,139456005,16124,139387109,139389109,Inpp5a,.,+,61789
chr7,139475468,139476694,16125,139387109,139389109,Inpp5a,.,+,86360
chr7,140035437,140036985,16126,140034391,140036391,Zfp511,.,+,0
chr7,140092122,140097009,16127,140091396,140093396,Prap1,.,+,0
chr7,140101251,140103352,16128,140102406,140104406,1810014F10Rik,.,-,0
chr7,140115116,140117872,16129,140116423,140118423,Echs1,.,-,0
chr7,140125070,140126611,16130,140123685,140125685,Paox,.,+,0
chr7,140136670,140138683,16131,140135564,140137564,Mtg1,.,+,0
chr7,140834925,140836383,16132,140833496,140835496,1190003J15Rik,.,+,0
chr7,140854626,140858520,16133,140855397,140857397,Ric8,.,+,0
chr7,140880940,140883394,16134,140880394,140882394,Psmd13,.,+,0
chr7,140912508,140912802,16135,140918902,140920902,Nlrp6,.,+,6101
chr7,140920814,140923082,16136,140918902,140920902,Nlrp6,.,+,0
chr7,140940735,140942826,16137,140939581,140941581,Athl1,.,+,0
chr7,141046777,141049219,16138,141059274,141061274,B4galnt4,.,+,10056
chr7,141064285,141065176,16139,141059274,141061274,B4galnt4,.,+,3012
chr7,141078799,141082218,16140,141076229,141078229,Pkp3,.,+,571
chr7,141088600,141092230,16141,141100546,141102546,Sigirr,.,-,8317
chr7,141099049,141101228,16142,141100546,141102546,Sigirr,.,-,0
chr7,141115925,141117857,16143,141117806,141119806,Ano9,.,-,0
chr7,141130561,141132771,16144,141129286,141131286,Ptdss2,.,+,0
chr7,141167948,141168909,16145,141172851,141174851,Rnh1,.,-,3943
chr7,141171137,141174123,16146,141172851,141174851,Rnh1,.,-,0
chr7,141192385,141195057,16147,141192130,141194130,Lrrc56,.,+,0
chr7,141214772,141215744,16148,141213860,141215860,Rassf7,.,+,0
chr7,141215779,141216518,16149,141213860,141215860,Rassf7,.,+,0
chr7,141216530,141217395,16150,141214080,141216080,1600016N20Rik,.,-,451
chr7,141221297,141221692,16151,141221493,141223493,Mir210,.,-,0
chr7,141227724,141231001,16152,141226788,141228788,Phrf1,.,+,0
chr7,141264489,141267353,16153,141266424,141268424,Irf7,.,-,0
chr7,141273088,141279878,16154,141276786,141278786,Cdhr5,.,-,0
chr7,141316259,141319533,16155,141326130,141328130,Tmem80,.,+,6598
chr7,141326762,141329229,16156,141326130,141328130,Tmem80,.,+,0
chr7,141337217,141342027,16157,141337002,141339002,Eps8l2,.,+,0
chr7,141348876,141353519,16158,141338783,141340783,Deaf1,.,-,8094
chr7,141369642,141374734,16159,141365110,141367110,B230206H07Rik,.,-,2533
chr7,141387722,141388466,16160,141390160,141392160,Taldo1,.,+,1695
chr7,141388958,141392121,16161,141390160,141392160,Taldo1,.,+,0
chr7,141413094,141414262,16162,141414125,141416125,Pddc1,.,-,0
chr7,141414271,141416247,16163,141414125,141416125,Pddc1,.,-,0
chr7,141418224,141419015,16164,141414125,141416125,Pddc1,.,-,2100
chr7,141419522,141420491,16165,141414125,141416125,Pddc1,.,-,3398
chr7,141434043,141438772,16166,141437874,141439874,Slc25a22,.,-,0
chr7,141446437,141449809,16167,141445650,141447650,Rplp2,.,+,0
chr7,141454144,141457424,16168,141453188,141455188,Pnpla2,.,+,0
chr7,141459332,141463036,16169,141459094,141461094,Efcab4a,.,+,0
chr7,141466459,141470022,16170,141465362,141467362,Cd151,.,+,0
chr7,141473653,141476205,16171,141473236,141475236,Tspan4,.,+,0
chr7,141516517,141518712,16172,141539857,141541857,Chid1,.,-,21146
chr7,141534410,141536589,16173,141539857,141541857,Chid1,.,-,3269
chr7,141537344,141541081,16174,141539857,141541857,Chid1,.,-,0
chr7,141560994,141564965,16175,141560180,141562180,Ap2a2,.,+,0
chr7,141591613,141593211,16176,141613747,141615747,Gm16982,.,-,20537
chr7,141637857,141640062,16177,141655308,141657308,Muc6,.,-,15247
chr7,141898562,141903239,16178,141902406,141904406,Tollip,.,-,0
chr7,142034429,142035584,16179,142061034,142063034,Mob2,.,-,25451
chr7,142059175,142062222,16180,142061034,142063034,Mob2,.,-,0
chr7,142066711,142072264,16181,142061034,142063034,Mob2,.,-,3678
chr7,142093789,142096396,16182,142095284,142097284,Dusp8,.,-,0
chr7,142228562,142233051,16183,142229971,142231971,Krtap5-5,.,-,0
chr7,142283401,142285776,16184,142297069,142299069,Krtap5-1,.,-,11294
chr7,142385678,142388894,16185,142387870,142389870,Ctsd,.,-,0
chr7,142532678,142537488,16186,142531117,142533117,Mrpl23,.,+,0
chr7,143052452,143055082,16187,143050750,143052750,Cd81,.,+,0
chr7,143068108,143070675,16188,143067368,143069368,Tssc4,.,+,0
chr7,143104918,143108408,16189,143105254,143107254,Kcnq1,.,+,0
chr7,143119457,143122173,16190,143105254,143107254,Kcnq1,.,+,12204
chr7,143287358,143291001,16191,143296547,143298547,Kcnq1ot1,.,-,5547
chr7,143472854,143475250,16192,143471755,143473755,Slc22a18,.,+,0
chr7,143500318,143502809,16193,143502524,143504524,Phlda2,.,-,0
chr7,143546632,143550749,16194,143549090,143551090,Nap1l4,.,-,0
chr7,143598621,143600905,16195,143600090,143602090,Cars,.,-,0
chr7,143722982,143725519,16196,143741963,143743963,Osbpl5,.,-,16445
chr7,143738719,143741151,16197,143741963,143743963,Osbpl5,.,-,813
chr7,143791117,143795050,16198,143784500,143786500,Mrgpre,.,-,4618
chr7,143805259,143807002,16199,143821167,143823167,Dhcr7,.,+,14166
chr7,143819579,143823893,16200,143821167,143823167,Dhcr7,.,+,0
chr7,143828962,143832203,16201,143822841,143824841,Nadsyn1,.,-,4122
chr7,143834840,143836274,16202,143822841,143824841,Nadsyn1,.,-,10000
chr7,143847122,143849490,16203,143822841,143824841,Nadsyn1,.,-,22282
chr7,143906305,143908460,16204,143822841,143824841,Nadsyn1,.,-,81465
chr7,143918552,143920373,16205,143822841,143824841,Nadsyn1,.,-,93712
chr7,143977684,143980135,16206,143822841,143824841,Nadsyn1,.,-,152844
chr7,144008371,144010181,16207,144173520,144175520,Shank2,.,+,163340
chr7,144020233,144024936,16208,144173520,144175520,Shank2,.,+,148585
chr7,144055761,144057131,16209,144173520,144175520,Shank2,.,+,116390
chr7,144389163,144390122,16210,144443433,144445433,Mir3470b,.,-,53312
chr7,144415700,144418444,16211,144443433,144445433,Mir3470b,.,-,24990
chr7,144467333,144471722,16212,144470935,144472935,Cttn,.,-,0
chr7,144516119,144517244,16213,144553729,144555729,Ppfia1,.,-,36486
chr7,144551029,144555124,16214,144553729,144555729,Ppfia1,.,-,0
chr7,144579334,144584428,16215,144582436,144584436,Fadd,.,-,0
chr7,144610801,144615319,16216,144582436,144584436,Fadd,.,-,26366
chr7,144779643,144782610,16217,144738592,144740592,Ano1,.,-,39052
chr7,144792458,144794131,16218,144836612,144838612,Fgf3,.,+,42482
chr7,144895219,144898759,16219,144894532,144896532,Fgf15,.,+,0
chr7,144914279,144916431,16220,144913194,144915194,Oraov1,.,+,0
chr7,144937708,144940564,16221,144939925,144941925,Ccnd1,.,-,0
chr7,144940749,144941686,16222,144939925,144941925,Ccnd1,.,-,0
chr7,144962545,144966762,16223,144939925,144941925,Ccnd1,.,-,20621
chr7,144970592,144972958,16224,144939925,144941925,Ccnd1,.,-,28668
chr7,144981484,144983593,16225,144939925,144941925,Ccnd1,.,-,39560
chr7,144983835,144984547,16226,144939925,144941925,Ccnd1,.,-,41911
chr7,145205847,145207592,16227,145208119,145210119,1810010D01Rik,.,-,528
chr7,145282930,145284765,16228,145283927,145285927,Tpcn2,.,-,0
chr8,3215367,3216370,16229,3279617,3281617,Insr,.,-,63248
chr8,3221088,3222498,16230,3279617,3281617,Insr,.,-,57120
chr8,3242460,3244971,16231,3279617,3281617,Insr,.,-,34647
chr8,3254366,3257440,16232,3279617,3281617,Insr,.,-,22178
chr8,3277571,3280505,16233,3279617,3281617,Insr,.,-,0
chr8,3392277,3394261,16234,3391008,3393008,Arhgef18,.,+,0
chr8,3410451,3413489,16235,3391008,3393008,Arhgef18,.,+,17444
chr8,3466071,3468727,16236,3467648,3469648,Pex11c,.,-,0
chr8,3492525,3493975,16237,3491138,3493138,Zfp358,.,+,0
chr8,3499563,3502325,16238,3498519,3500519,Mcoln1,.,+,0
chr8,3507639,3509416,16239,3513384,3515384,Pnpla6,.,+,3969
chr8,3514646,3517681,16240,3513384,3515384,Pnpla6,.,+,0
chr8,3567017,3569123,16241,3565998,3567998,C330021F23Rik,.,+,0
chr8,3586760,3589787,16242,3585450,3587450,Camsap3,.,+,0
chr8,3620280,3622862,16243,3619551,3621551,2900053A13Rik,.,+,0
chr8,3630127,3632876,16244,3629160,3631160,Stxbp2,.,+,0
chr8,3675611,3677764,16245,3674477,3676477,Trappc5,.,+,0
chr8,4237474,4241205,16246,4236740,4238740,Map2k7,.,+,0
chr8,4252092,4254757,16247,4251102,4253102,Snapc2,.,+,0
chr8,4275040,4276640,16248,4275905,4277905,Timm44,.,-,0
chr8,4322022,4327207,16249,4323210,4325210,Ccl25,.,+,0
chr8,4332303,4335052,16250,4325100,4327100,Elavl1,.,-,5204
chr8,4347592,4352742,16251,4325100,4327100,Elavl1,.,-,20493
chr8,4361257,4361953,16252,4325100,4327100,Elavl1,.,-,34158
chr8,4473026,4475727,16253,4491405,4493405,Lass4,.,+,15679
chr8,4492830,4494486,16254,4491405,4493405,Lass4,.,+,0
chr8,4612418,4614446,16255,4611170,4613170,Zfp958,.,+,0
chr8,4676662,4679288,16256,4611170,4613170,Zfp958,.,+,63493
chr8,4837029,4840360,16257,4779534,4781534,Shcbp1,.,-,55496
chr8,5029195,5032811,16258,5105232,5107232,Slc10a2,.,-,72422
chr8,5035057,5039901,16259,5105232,5107232,Slc10a2,.,-,65332
chr8,5071838,5073783,16260,5105232,5107232,Slc10a2,.,-,31450
chr8,5102622,5107025,16261,5105232,5107232,Slc10a2,.,-,0
chr8,5542645,5545451,16262,5105232,5107232,Slc10a2,.,-,435414
chr8,6687828,6689887,16263,5105232,5107232,Slc10a2,.,-,1580597
chr8,8225071,8227662,16264,8660773,8662773,Efnb2,.,-,433112
chr8,8602865,8604811,16265,8660773,8662773,Efnb2,.,-,55963
chr8,8658949,8662100,16266,8660773,8662773,Efnb2,.,-,0
chr8,8688007,8690823,16267,8690537,8692537,Arglu1,.,-,0
chr8,9976766,9979376,16268,9975717,9977717,Abhd13,.,+,0
chr8,10016590,10018639,16269,10004633,10006633,Tnfsf13b,.,+,9958
chr8,10853732,10855295,16270,10882454,10884454,B930025P03Rik,.,-,27160
chr8,10863685,10868291,16271,10882454,10884454,B930025P03Rik,.,-,14164
chr8,10879033,10881864,16272,10882454,10884454,B930025P03Rik,.,-,591
chr8,11006296,11010385,16273,11005850,11007850,9530052E02Rik,.,+,0
chr8,11054995,11057400,16274,11008430,11010430,Irs2,.,-,44566
chr8,11471920,11473203,16275,11478499,11480499,Rab20,.,-,5297
chr8,11475792,11479659,16276,11478499,11480499,Rab20,.,-,0
chr8,11496550,11498930,16277,11495506,11497506,Carkd,.,+,0
chr8,11549743,11551624,16278,11550771,11552771,Cars2,.,-,0
chr8,11555900,11558194,16279,11554066,11556066,Ing1,.,+,0
chr8,11632503,11637093,16280,11635754,11637754,Ankrd10,.,-,0
chr8,11700186,11702366,16281,11694514,11696514,Gm6524,.,-,3673
chr8,11707711,11711646,16282,11694514,11696514,Gm6524,.,-,11198
chr8,11757177,11759785,16283,11726105,11728105,Arhgef7,.,+,29073
chr8,11813155,11815039,16284,11838521,11840521,1700018L24Rik,.,+,23483
chr8,11911066,11912882,16285,11838521,11840521,1700018L24Rik,.,+,70546
chr8,12484890,12487630,16286,12571049,12573049,Spaca7,.,+,83420
chr8,12510302,12513220,16287,12571049,12573049,Spaca7,.,+,57830
chr8,12671073,12672373,16288,12672100,12674100,Tubgcp3,.,-,0
chr8,13059835,13061802,16289,13058908,13060908,Proz,.,+,0
chr8,13103971,13107290,16290,13103721,13105721,Cul4a,.,+,0
chr8,13158111,13161287,16291,13157135,13159135,Lamp1,.,+,0
chr8,13199536,13200675,16292,13200624,13202624,Grtp1,.,-,0
chr8,13200693,13202356,16293,13200624,13202624,Grtp1,.,-,0
chr8,13250979,13251926,16294,13254162,13256162,Adprhl1,.,-,2237
chr8,13286364,13289427,16295,13286013,13288013,Tmco3,.,+,0
chr8,13338649,13340215,16296,13337674,13339674,Tfdp1,.,+,0
chr8,13350568,13354820,16297,13337674,13339674,Tfdp1,.,+,10895
chr8,13503891,13507685,16298,13494535,13496535,Gas6,.,-,7357
chr8,13694782,13700318,16299,13703889,13705889,4932443I19Rik,.,+,3572
chr8,13756266,13759164,16300,13755690,13757690,Cdc16,.,+,0
chr8,13784769,13786685,16301,13783615,13785615,Upf3a,.,+,0
chr8,13868981,13870503,16302,13867641,13869641,Zfp828,.,+,0
chr8,13888945,13891116,16303,13890271,13892271,2410022L05Rik,.,-,0
chr8,13895078,13901705,16304,13890271,13892271,2410022L05Rik,.,-,2808
chr8,13905866,13909417,16305,13905806,13907806,Fbxo25,.,+,0
chr8,14089692,14090352,16306,14090327,14092327,Erich1,.,-,0
chr8,14306361,14307659,16307,14093875,14095875,Dlgap2,.,+,210487
chr8,14886718,14892624,16308,14886536,14888536,Cln8,.,+,0
chr8,14987902,14989814,16309,15009025,15011025,Kbtbd11,.,+,19212
chr8,14992134,14996883,16310,15009025,15011025,Kbtbd11,.,+,12143
chr8,15010518,15012508,16311,15009025,15011025,Kbtbd11,.,+,0
chr8,15026609,15030462,16312,15009025,15011025,Kbtbd11,.,+,15585
chr8,15035640,15037323,16313,15046078,15048078,BB014433,.,-,8756
chr8,15519773,15520175,16314,15055653,15057653,Myom2,.,+,462121
chr8,17808585,17809257,16315,17535385,17537385,Csmd1,.,-,271201
chr8,18594693,18596248,16316,18593173,18595173,Mcph1,.,+,0
chr8,18767461,18769003,16317,18741551,18743551,Angpt2,.,-,23911
chr8,18845258,18847558,16318,18844279,18846279,Agpat5,.,+,0
chr8,19161512,19165159,16319,19155887,19157887,Spag11a,.,+,3626
chr8,19679521,19684156,16320,19727576,19729576,4930467E23Rik,.,+,43421
chr8,19729236,19729887,16321,19727576,19729576,4930467E23Rik,.,+,0
chr8,19784113,19787115,16322,19727576,19729576,4930467E23Rik,.,+,54538
chr8,19790661,19793714,16323,19727576,19729576,4930467E23Rik,.,+,61086
chr8,19798141,19803041,16324,19727576,19729576,4930467E23Rik,.,+,68566
chr8,19979708,19980899,16325,19727576,19729576,4930467E23Rik,.,+,250133
chr8,20121783,20125671,16326,20297432,20299432,6820431F20Rik,.,-,171762
chr8,20129816,20131984,16327,20297432,20299432,6820431F20Rik,.,-,165449
chr8,20287783,20289737,16328,20297432,20299432,6820431F20Rik,.,-,7696
chr8,20294349,20297845,16329,20297432,20299432,6820431F20Rik,.,-,0
chr8,20328502,20330172,16330,20297432,20299432,6820431F20Rik,.,-,29071
chr8,20330401,20331681,16331,20297432,20299432,6820431F20Rik,.,-,30970
chr8,20415541,20417035,16332,20424814,20426814,2610005L07Rik,.,-,7780
chr8,20421474,20425414,16333,20424814,20426814,2610005L07Rik,.,-,0
chr8,20441406,20442450,16334,20424814,20426814,2610005L07Rik,.,-,14593
chr8,20549513,20552508,16335,20424814,20426814,2610005L07Rik,.,-,122700
chr8,20557342,20558914,16336,20424814,20426814,2610005L07Rik,.,-,130529
chr8,20561252,20563124,16337,20424814,20426814,2610005L07Rik,.,-,134439
chr8,20678250,20678681,16338,20874499,20876499,Defb48-ps,.,+,195819
chr8,20812390,20813112,16339,20874499,20876499,Defb48-ps,.,+,61388
chr8,21774907,21775623,16340,21774555,21776555,Defb1,.,+,0
chr8,22059166,22061840,16341,22058721,22060721,Alg11,.,+,0
chr8,22135293,22137234,16342,22125053,22127053,Nek5,.,-,8241
chr8,22153863,22156175,16343,22166435,22168435,Nek3,.,-,10261
chr8,22163002,22167457,16344,22166435,22168435,Nek3,.,-,0
chr8,22184959,22186477,16345,22185819,22187819,Ckap2,.,-,0
chr8,22192122,22194127,16346,22190860,22192860,Vps36,.,+,0
chr8,22357608,22362495,16347,22396721,22398721,1810012K16Rik,.,+,34227
chr8,22394700,22399477,16348,22396721,22398721,1810012K16Rik,.,+,0
chr8,22410270,22415572,16349,22409340,22411340,Mrps31,.,+,0
chr8,22425148,22426992,16350,22409340,22411340,Mrps31,.,+,13809
chr8,22442923,22443672,16351,22474700,22476700,Slc20a2,.,+,31029
chr8,22474104,22479085,16352,22474700,22476700,Slc20a2,.,+,0
chr8,22490409,22493736,16353,22476879,22478879,AI316807,.,-,11531
chr8,22591219,22594824,16354,22593813,22595813,Vdac3,.,-,0
chr8,22606435,22607860,16355,22593813,22595813,Vdac3,.,-,10623
chr8,22611401,22614822,16356,22622043,22624043,Dkk4,.,+,7222
chr8,22652478,22654208,16357,22653437,22655437,Polb,.,-,0
chr8,22705621,22707425,16358,22706583,22708583,Ikbkb,.,-,0
chr8,22751259,22754107,16359,22755744,22757744,Plat,.,+,1638
chr8,22805689,22809597,16360,22805654,22807654,Ap3m2,.,-,0
chr8,22857939,22859321,16361,22857539,22859539,Myst3,.,+,0
chr8,22859431,22861549,16362,22857539,22859539,Myst3,.,+,0
chr8,23095284,23096105,16363,23140555,23142555,Mir486,.,+,44451
chr8,23166481,23168335,16364,23151271,23153271,Nkx6-3,.,+,13211
chr8,23207431,23209336,16365,23208453,23210453,Agpat6,.,-,0
chr8,23236434,23237836,16366,23237668,23239668,Gins4,.,-,0
chr8,23254593,23257961,16367,23257080,23259080,Golga7,.,-,0
