peak,chr,chromStart,chromEnd,Name,Start_b,End_b,Name_b,Strand,Distance,CV_amplitude,CV_phase,CV_mean,CV_pvalue,CV_qvalue,CV_fdr_BH,GF_amplitude,GF_phase,GF_mean,GF_pvalue,GF_qvalue,GF_fdr_BH
chr5_74530848_74532331,chr5,74530848,74532331,13251,74531749,74533749,Scfd2,-,0,10.9722690368,10.5206223548,48.3727828863,0.206801212696,0.0050728190612,0.272131266321,15.6530805829,2.21963072659,54.5548634743,0.83087520141,0.541445479813,0.894427172188
chr5_74534512_74536969,chr5,74534512,74536969,13252,74533482,74535482,Fip1l1,+,0,24.8293658843,9.41742736234,88.9434125017,0.032689547596,0.00205751535509,0.110375365709,37.9067234682,1.25222878988,104.116043151,0.743593139735,0.541445479813,0.894427172188
chr5_74691944_74693748,chr5,74691944,74693748,13255,74702903,74704903,Lnx1,-,9156,14.1076548112,10.3637875956,54.3155437921,0.0447393070269,0.00235490203749,0.126328667708,20.5297160427,1.22814338562,60.8752695792,0.740428593002,0.541445479813,0.894427172188
chr5_74699384_74705628,chr5,74699384,74705628,13256,74702903,74704903,Lnx1,-,0,69.9776737755,12.9541455949,208.684395616,0.0161800686153,0.00151861587645,0.0814661150986,58.2561420352,2.89730492395,207.666535013,0.86252453416,0.541445479813,0.894427172188
chr5_75041660_75045338,chr5,75041660,75045338,13259,75044626,75046626,Chic2,-,0,15.4644227152,9.06870889032,119.942103585,0.422706113052,0.00859787813404,0.461232982306,46.1492531905,0.982593462804,126.216868123,0.704295897377,0.541445479813,0.894427172188
chr5_76139447_76141772,chr5,76139447,76141772,13262,76138273,76140273,Srd5a3,+,0,27.6638400177,10.2903198869,86.2846756407,0.00856899115825,0.00113009770856,0.0606240665765,34.6348279188,2.3062926585,102.751474236,0.835905817142,0.541445479813,0.894427172188
chr5_76175717_76179060,chr5,76175717,76179060,13263,76181880,76183880,Tmem165,+,2821,10.6120681254,13.5026248713,51.4889926275,0.0322710627546,0.00204533921864,0.109722177139,18.2391563523,3.24697513494,82.6531305003,0.873357053006,0.541445479813,0.894427172188
chr5_76181943_76186098,chr5,76181943,76186098,13264,76181880,76183880,Tmem165,+,0,35.0059427546,10.7933768878,123.316895999,0.0139615139248,0.00141673840628,0.0760009004651,52.2880716981,1.50979292981,163.085859376,0.773795882132,0.541445479813,0.894427172188
chr5_76301832_76308119,chr5,76301832,76308119,13265,76304548,76306548,Clock,-,0,56.7911685309,11.7124698764,236.474254854,0.141789626625,0.00403110120722,0.216248335089,91.1734161798,1.30077679466,265.74296729,0.749784069164,0.541445479813,0.894427172188
chr5_76528495_76530497,chr5,76528495,76530497,13267,76527323,76529323,Exoc1,+,0,5.07079629545,12.9261323887,60.5766812367,0.693147477178,0.0132212379744,0.709253018669,20.1528419957,1.88895593538,70.7119292825,0.808228285707,0.541445479813,0.894427172188
chr5_76588643_76589899,chr5,76588643,76589899,13268,76589714,76591714,Cep135,+,0,5.03387486858,15.1007956097,34.3527117266,0.0866583037657,0.00311860123371,0.167297294195,12.7288800245,1.32114077206,40.9585637213,0.752308213581,0.541445479813,0.894427172188
chr5_76904424_76906675,chr5,76904424,76906675,13274,76905514,76907514,Aasdh,-,0,26.6423518457,11.240796852,87.0800500721,0.0379298332201,0.00219641530141,0.117826650257,37.9459254047,1.31503714096,106.026781054,0.751556086921,0.541445479813,0.894427172188
chr5_76972838_76976008,chr5,76972838,76976008,13275,76972701,76974701,Srp72,+,0,31.227117912,11.1296450199,102.258893375,0.0600691752591,0.00266026845776,0.142710042568,33.8093859116,1.52797080956,111.557122449,0.775697222311,0.541445479813,0.894427172188
chr5_77107448_77108439,chr5,77107448,77108439,13277,77115123,77117123,Hopx,-,6685,5.76264824772,12.7901341703,29.5599441578,0.229938973159,0.00544358118416,0.292020792206,9.90114227073,2.20492904639,35.014038627,0.829987704099,0.541445479813,0.894427172188
chr5_77264743_77267414,chr5,77264743,77267414,13278,77263494,77265494,Rest,+,0,31.6614572758,9.82421015015,101.387927455,0.0622789864548,0.00269921671243,0.144799420829,37.0134359394,1.44137754138,117.810638201,0.766382780333,0.541445479813,0.894427172188
chr5_77308173_77310070,chr5,77308173,77310070,13279,77308484,77310484,Polr2b,+,0,9.61640336192,10.4727433759,35.4399389403,0.107277856789,0.00346754153239,0.186016188799,15.3799517579,1.6937854502,44.8989157491,0.791810458551,0.541445479813,0.894427172188
chr5_77310095_77311677,chr5,77310095,77311677,13280,77308484,77310484,Polr2b,+,0,14.5580706021,10.4668686048,41.6215328353,0.0464360682992,0.00238264736049,0.127817064947,17.3065823362,1.86947413329,54.6105990816,0.806701472587,0.541445479813,0.894427172188
chr5_86064317_86065677,chr5,86064317,86065677,13282,86065583,86067583,Cenpc1,-,0,13.2970819325,10.8531206473,39.1811886924,0.0070569796745,0.00104158460483,0.0558757830851,12.0805027042,2.82392130482,41.4485769514,0.859844013257,0.541445479813,0.894427172188
chr5_86065779_86067332,chr5,86065779,86067332,13283,86065583,86067583,Cenpc1,-,0,7.92110206418,12.0073888951,29.9608766129,0.191714156543,0.00481854417615,0.258490695738,13.3502448648,1.2266668739,36.6927580874,0.740232543242,0.541445479813,0.894427172188
chr5_86171538_86173762,chr5,86171538,86173762,13284,86172743,86174743,Uba6,-,0,14.7470074303,12.0207851634,59.2584260429,0.0546713026726,0.00256119781611,0.137395400189,23.0217092321,1.62259472379,72.2865559321,0.785155220544,0.541445479813,0.894427172188
chr5_86803725_86807308,chr5,86803725,86807308,13285,86802490,86804490,Ythdc1,+,0,46.3553714694,12.0781645539,150.055067041,0.0182855664584,0.00159818486053,0.0857345914895,51.4804205856,1.82927113895,164.942495873,0.803475239362,0.541445479813,0.894427172188
chr5_86903491_86908066,chr5,86903491,86908066,13286,86906937,86908937,Ugt2b34,-,0,64.680300726,12.7918443995,158.535242244,0.00107497157045,0.00045801165402,0.0245700250482,68.7796810815,1.49109318382,206.499333213,0.771810465789,0.541445479813,0.894427172188
chr5_86909889_86912003,chr5,86909889,86912003,13287,86906937,86908937,Ugt2b34,-,953,13.8893144225,13.0858666333,51.9512931468,0.069109011601,0.00281805708549,0.151174610012,19.4487274532,2.85837077383,75.8542982853,0.861121550891,0.541445479813,0.894427172188
chr5_86999667_87003023,chr5,86999667,87003023,13289,86998860,87000860,Ugt2b35,+,0,23.9676585118,14.2483041342,73.9856239323,0.000549397131028,0.000343122149844,0.0184067801381,28.1034812001,2.60343999582,88.2561943767,0.85080444286,0.541445479813,0.894427172188
chr5_87090172_87093293,chr5,87090172,87093293,13291,87092555,87094555,Ugt2b36,-,0,16.1037140197,14.3305635109,47.5618206032,0.00572440704652,0.000954635475152,0.0512113989469,13.7517390474,2.23764272164,67.2335367748,0.83194880517,0.541445479813,0.894427172188
chr5_87336304_87337220,chr5,87336304,87337220,13292,87337195,87339195,Ugt2a3,-,0,7.43197549816,15.4260676769,22.5146655793,0.00865820500294,0.00113253528171,0.0607548301341,7.52268459942,1.55433724828,36.7282881558,0.778405750849,0.541445479813,0.894427172188
chr5_87347116_87350809,chr5,87347116,87350809,13293,87337195,87339195,Ugt2a3,-,7922,18.6485262153,14.2863972575,58.1811325685,0.00132634822319,0.000498991350481,0.0267683799583,11.0928160222,3.2676397331,74.1384937616,0.873906245576,0.541445479813,0.894427172188
chr5_87531116_87538607,chr5,87531116,87538607,13296,87538195,87540195,Sult1b1,-,0,52.8548742829,14.7836134405,184.301195135,0.0309082525755,0.00200293925809,0.107447632193,64.2276035423,1.64929592416,228.677769593,0.787696089575,0.541445479813,0.894427172188
chr5_87562688_87564219,chr5,87562688,87564219,13297,87569006,87571006,Sult1d1,-,4788,7.71073471225,13.9286086065,35.9106150193,0.0540101895813,0.0025500937053,0.13679972041,12.4250950135,4.6845319769,43.5224109828,0.893814946533,0.541445479813,0.894427172188
chr5_87567411_87569567,chr5,87567411,87569567,13298,87569006,87571006,Sult1d1,-,0,16.0593376763,14.0430499313,66.1630609245,0.00109939612056,0.000461063796543,0.0247337571663,29.563882895,2.52184183412,92.8426837022,0.847047785944,0.541445479813,0.894427172188
chr5_87571573_87575317,chr5,87571573,87575317,13299,87569006,87571006,Sult1d1,-,568,10.2749694653,15.4416466789,93.6201995228,0.121781267864,0.00370590211956,0.198803037225,43.2497647752,1.18880953186,122.705553933,0.735123375244,0.541445479813,0.894427172188
chr5_88553118_88554311,chr5,88553118,88554311,13300,88552483,88554483,Utp3,+,0,13.1295698678,12.9277342993,43.0296476018,0.232105634182,0.00547948438302,0.293946818515,11.8172413455,1.72126885679,42.8007583219,0.794279755285,0.541445479813,0.894427172188
chr5_88554316_88555713,chr5,88554316,88555713,13301,88552483,88554483,Utp3,+,0,20.0434998051,11.5378510434,47.6412221424,0.000913574893007,0.000425248202912,0.0228124304383,15.0216222946,1.3362417441,47.5521075967,0.754152928289,0.541445479813,0.894427172188
chr5_88563712_88567127,chr5,88563712,88567127,13302,88552483,88554483,Utp3,+,9230,25.0444801763,10.1898012297,90.6718015488,0.149108515898,0.00414863474257,0.222553418993,31.6787547982,1.10314077236,109.229122643,0.722953532987,0.541445479813,0.894427172188
chr5_88592201_88595046,chr5,88592201,88595046,13303,88581574,88583574,Rufy3,+,8628,20.8953857365,12.0369550319,80.2350914463,0.105375376108,0.003439342985,0.184503478348,22.6388223277,1.87582505069,75.5866092459,0.807201790158,0.541445479813,0.894427172188
chr5_88674083_88677242,chr5,88674083,88677242,13304,88676171,88678171,Grsf1,-,0,20.8863076295,9.90515422287,98.8911714625,0.229082281387,0.00543175471391,0.291386361471,47.3878891063,1.25356401541,119.439268251,0.743766741218,0.541445479813,0.894427172188
chr5_88719615_88724547,chr5,88719615,88724547,13306,88718871,88720871,Mob1b,+,0,37.0282254105,9.43429757823,162.278496116,0.168681322262,0.00445937585753,0.239223119231,61.5885131809,1.12797524014,184.664261017,0.726570760551,0.541445479813,0.894427172188
chr5_88764994_88766136,chr5,88764994,88766136,13307,88763013,88765013,Dck,+,0,10.3308461414,11.17043491,29.8720561261,0.0688147703409,0.00281356983697,0.150933891665,10.3916652361,1.85904425944,33.5646275751,0.805874341072,0.541445479813,0.894427172188
chr5_88767821_88769236,chr5,88767821,88769236,13308,88763013,88765013,Dck,+,2809,18.9530590405,13.9008949433,39.8250094401,0.00149391479536,0.000520839182688,0.0279404064338,12.9952722102,1.15298556173,40.1183490741,0.730139140441,0.541445479813,0.894427172188
chr5_88885957_88890180,chr5,88885957,88890180,13313,88885260,88887260,Slc4a4,+,0,32.4668304911,11.7599347676,134.102088228,0.110274430566,0.00351741280658,0.1886915322,52.4955258857,1.06414979,165.481276863,0.717121868369,0.541445479813,0.894427172188
chr5_90223014_90225492,chr5,90223014,90225492,13320,90223996,90225996,Cox18,-,0,24.0622338535,10.8669790273,74.0861532489,0.00664324525821,0.00101130986984,0.054251695596,29.2272296727,0.879119479544,80.5581217549,0.686719866334,0.541445479813,0.894427172188
chr5_90363264_90367862,chr5,90363264,90367862,13322,90364997,90366997,Gm9958,+,0,65.3991502616,10.9673613099,236.316631578,0.185216527627,0.004717312388,0.253060118702,75.4475936925,2.89138093053,254.087609567,0.86231381745,0.541445479813,0.894427172188
chr5_90637778_90642859,chr5,90637778,90642859,13324,90640487,90642487,Rassf6,-,0,40.1487967477,13.77212233,143.016263309,0.0570058186391,0.0026087293438,0.13994522794,52.0565745543,2.54474776963,163.676465123,0.848126364614,0.541445479813,0.894427172188
chr5_90930356_90932470,chr5,90930356,90932470,13325,90929196,90931196,Mthfd2l,+,0,16.951706724,11.3298588585,83.700587257,0.10017607663,0.0033499359069,0.179707237621,18.8947730955,1.5391296682,76.3969918799,0.776850594349,0.541445479813,0.894427172188
chr5_91073749_91078896,chr5,91073749,91078896,13326,91072617,91074617,Ereg,+,0,25.5953410088,13.2067453131,126.089956097,0.177491429811,0.00459253329273,0.246366346896,46.1667315432,1.84861168141,165.213320678,0.8050401288,0.541445479813,0.894427172188
chr5_91138753_91140934,chr5,91138753,91140934,13331,91137615,91139615,Areg,+,0,10.338801521,14.8100218491,45.0022798413,0.0555513098858,0.0025816056063,0.138490175642,31.7476465443,1.19231166921,75.1111899734,0.735602754565,0.541445479813,0.894427172188
chr5_91273506_91275268,chr5,91273506,91275268,13337,91283076,91285076,Gm19619,-,7809,3.85104438527,17.9398028905,28.5974058177,0.0935976118085,0.00323922199177,0.173767992093,10.6166397429,3.41094531603,38.1075598925,0.4467501375,0.541445479813,0.894427172188
chr5_91292514_91293959,chr5,91292514,91293959,13338,91283076,91285076,Gm19619,-,7439,14.3683447976,15.0623001939,41.3070218796,0.0022599307412,0.000642186368358,0.0344500735247,15.1164818695,1.91326156916,42.7388541485,0.81010046665,0.541445479813,0.894427172188
chr5_91401325_91403599,chr5,91401325,91403599,13340,91402994,91404994,Btc,-,0,12.2790939396,13.2941723149,51.2155353126,0.0919731243486,0.00321300731381,0.172361706274,22.4907643348,1.90171781625,66.3873322266,0.809215772749,0.541445479813,0.894427172188
chr5_91961252_91964342,chr5,91961252,91964342,13343,91960882,91962882,Thap6,+,0,39.6392708006,11.974681985,150.730456934,0.0950511475597,0.00326663932289,0.175238794214,58.61613258,2.14538944343,161.525761909,0.826287861784,0.541445479813,0.894427172188
chr5_92041903_92044799,chr5,92041903,92044799,13344,92043018,92045018,Cdkl2,-,0,26.85949875,10.7754697608,79.9355360942,0.0145632193457,0.00144115662073,0.0773108150388,24.675410579,3.24511103953,98.8666748326,0.873307048869,0.541445479813,0.894427172188
chr5_92080827_92084814,chr5,92080827,92084814,13346,92083735,92085735,G3bp2,-,0,20.5504084426,9.98489129257,118.663883832,0.275503740442,0.00620251240728,0.332733640882,37.0904626011,2.57988560555,142.381469552,0.849744248159,0.541445479813,0.894427172188
chr5_92136622_92139712,chr5,92136622,92139712,13348,92135938,92137938,Uso1,+,0,26.3946758241,10.6991128565,103.522874917,0.0261818891617,0.00186813157332,0.100215876925,37.2440527385,1.1726112025,117.998523903,0.732887967985,0.541445479813,0.894427172188
chr5_92202484_92206857,chr5,92202484,92206857,13349,92215408,92217408,U90926,-,8552,22.2485371213,12.230885171,103.28068773,0.143276156058,0.00405114090332,0.217323364143,30.5588683007,2.20927113961,114.476903798,0.830250879592,0.541445479813,0.894427172188
chr5_92276895_92278835,chr5,92276895,92278835,13350,92278181,92280181,Naaa,-,0,10.9440506132,10.1772081047,46.8303640117,0.0769303222498,0.00295543385372,0.158544183705,18.1358511854,1.54373759791,60.3673256399,0.777323833618,0.541445479813,0.894427172188
chr5_92282032_92284346,chr5,92282032,92284346,13351,92278181,92280181,Naaa,-,1852,11.6792157136,13.0762737669,44.9967946057,0.0290334215178,0.00195418497936,0.104832209989,18.4642826778,0.926965852108,63.9317930153,0.695035194819,0.541445479813,0.894427172188
chr5_92301740_92303653,chr5,92301740,92303653,13353,92310024,92312024,Sdad1,-,6372,5.50169158619,19.4335004999,26.527555599,0.359617993144,0.00754861992305,0.404945548788,9.93728986824,1.89345625381,34.6694984607,0.808577648357,0.541445479813,0.894427172188
chr5_92308817_92310384,chr5,92308817,92310384,13354,92310024,92312024,Sdad1,-,0,6.54224459853,14.775063776,38.8027272018,0.161831411313,0.00434678977573,0.233183441363,17.5436131854,1.27374845956,44.7338972151,0.746367920843,0.541445479813,0.894427172188
chr5_92326658_92328557,chr5,92326658,92328557,13355,92328079,92330079,Cxcl9,-,0,4.64114056717,7.59306863516,22.0109721467,0.161405567606,0.00434038765029,0.232839999486,12.8579075141,1.20007538592,34.8299033035,0.736660532272,0.541445479813,0.894427172188
chr5_92352084_92354398,chr5,92352084,92354398,13356,92348889,92350889,Cxcl10,-,1196,10.7088680057,12.0909555272,36.2175594933,0.0060809418411,0.000975557171118,0.0523337428642,18.210982762,2.7728129132,48.1791777741,0.382327297393,0.541445479813,0.894427172188
chr5_92362716_92367533,chr5,92362716,92367533,13357,92363296,92365296,Cxcl11,-,0,22.0263109256,13.5785707355,80.1716631457,0.0242242351831,0.00180230402402,0.0966845594995,53.3286870297,0.860143987895,149.387969908,0.683329359315,0.541445479813,0.894427172188
chr5_92433737_92436230,chr5,92433737,92436230,13358,92435199,92437199,Nup54,-,0,18.5927230741,10.2731887613,72.8724866309,0.123289967747,0.003726665997,0.199916914971,26.4970955289,1.91127295786,82.7639502975,0.809948637292,0.541445479813,0.894427172188
chr5_92503934_92506822,chr5,92503934,92506822,13359,92505608,92507608,Scarb2,-,0,26.8009782993,11.1986638053,116.038611209,0.15788733953,0.00428292597168,0.229757469008,37.7984657823,1.53076232844,104.760170878,0.775986730685,0.541445479813,0.894427172188
chr5_93039329_93046012,chr5,93039329,93046012,13375,93045022,93047022,Sowahb,-,0,65.6349597688,11.5645102565,282.481781774,0.130624163775,0.00384875739636,0.206466505389,124.662138869,1.31227442272,349.272310811,0.75121440618,0.541445479813,0.894427172188
chr5_93092112_93095055,chr5,93092112,93095055,13376,93091457,93093457,2024-09-11 00:00:00,+,0,30.0575021115,10.4105196641,108.660330425,0.0943270958194,0.00325237808576,0.174473750464,50.5609442625,1.37594015143,118.636586096,0.758894852793,0.541445479813,0.894427172188
chr5_93202995_93207654,chr5,93202995,93207654,13378,93204518,93206518,2010109A12Rik,+,0,57.098790227,11.4645907097,185.048175524,0.0918975344075,0.00321212700127,0.172314481927,71.484322644,1.41341608298,213.251522376,0.763232089722,0.541445479813,0.894427172188
chr5_93265083_93270570,chr5,93265083,93270570,13379,93265573,93267573,Ccng2,+,0,109.839180325,12.0510640506,289.347457844,0.0110419431239,0.0012605294648,0.0676210752547,115.322490323,2.64811454676,353.777055391,0.852762975455,0.541445479813,0.894427172188
chr5_95944566_95946552,chr5,95944566,95946552,13387,95954939,95956939,Cxcl13,+,8388,4.438683183,15.086701296,40.157732185,0.300299909495,0.00658278644311,0.353133433122,18.5276846962,2.87904012229,39.5326719464,0.400274237108,0.541445479813,0.894427172188
chr5_96159376_96164314,chr5,96159376,96164314,13388,96161990,96163990,Cnot6l,-,0,56.3419197134,9.88495958918,219.040979566,0.145332485107,0.0040848419558,0.219131256358,80.3436425458,1.2024273164,218.661836724,0.736979637081,0.541445479813,0.894427172188
chr5_96208902_96211178,chr5,96208902,96211178,13389,96208115,96210115,Mrpl1,+,0,23.8090650874,13.0845545384,82.4114263245,0.100211825222,0.00335048603987,0.179736749492,36.4227013758,0.726359613926,85.2438704131,0.657847000541,0.541445479813,0.894427172188
chr5_96373584_96376415,chr5,96373584,96376415,13390,96371955,96373955,Fras1,+,0,6.42197904601,8.88707354555,30.2292753938,7.29929579213e-06,4.44675565602e-05,0.002385461088,24.0231729905,2.97889192593,63.9414922245,0.404621308856,0.541445479813,0.894427172188
chr5_96996270_96999634,chr5,96996270,96999634,13394,96995689,96997689,Bmp2k,+,0,38.2558955763,9.83812592346,153.252963433,0.17834531685,0.00460649246021,0.247115186127,55.3959485417,1.86806641767,163.540862026,0.806590233449,0.541445479813,0.894427172188
chr5_98029731_98031768,chr5,98029731,98031768,13396,98030962,98032962,Antxr2,-,0,33.2762983565,9.60002439739,76.5090246901,0.00673327355223,0.00101732700221,0.054574484529,32.197033162,1.07377759193,83.398304446,0.71857943828,0.541445479813,0.894427172188
chr5_98842916_98844678,chr5,98842916,98844678,13399,98852439,98854439,Bmp3,+,7762,15.600200256,14.5572231875,37.5635907903,0.0551097224339,0.00257143598211,0.137944626377,3.61405529605,4.26835787362,26.4729406178,0.891082525419,0.541445479813,0.894427172188
chr5_98854072_98857093,chr5,98854072,98857093,13400,98852439,98854439,Bmp3,+,0,25.001652582,12.5435705941,109.975935931,0.318989020528,0.00688853468317,0.369535290696,23.7200592875,2.49776839902,96.2651279629,0.845893472661,0.541445479813,0.894427172188
chr5_99035203_99040082,chr5,99035203,99040082,13403,99037079,99039079,Prkg2,-,0,23.9667358482,9.56627017301,113.627674989,0.00528426096812,0.000917763376109,0.0492333960094,40.606998479,1.1484724527,121.968287102,0.729500680338,0.541445479813,0.894427172188
chr5_99249706_99253976,chr5,99249706,99253976,13405,99252927,99254927,Rasgef1b,-,0,30.7753804904,12.6704900735,99.4293132603,0.0366076880861,0.00215747972426,0.115737952082,50.1271206004,0.926106902762,149.800173574,0.694888814142,0.541445479813,0.894427172188
chr5_99975429_99980419,chr5,99975429,99980419,13415,99978938,99980938,Hnrnpd,-,0,50.2950993755,9.88162474904,182.960152059,0.130192811889,0.00384023759239,0.206009460693,52.205495092,2.10140708072,185.581313302,0.82344238263,0.541445479813,0.894427172188
chr5_100037945_100038945,chr5,100037945,100038945,13418,100037994,100039994,Enoph1,+,0,11.5834728202,10.3203116512,52.3260619634,0.0756179047825,0.00292894694277,0.157123293953,15.1272268113,1.91725026988,54.5526795038,0.810404284072,0.541445479813,0.894427172188
chr5_100038985_100041228,chr5,100038985,100041228,13419,100037994,100039994,Enoph1,+,0,28.8508433636,11.2085641254,102.256373929,0.229698898221,0.00544024183755,0.291841653031,30.3117870992,1.71223347287,97.4410604211,0.793473941045,0.541445479813,0.894427172188
chr5_100156224_100157140,chr5,100156224,100157140,13421,100159808,100161808,Tmem150c,-,2669,4.07039824796,21.8152088406,7.39227208455,5.1167769292e-05,0.000124250345533,0.00666540703757,16.3706534351,13.4070664844,42.7180325443,0.762506543032,0.541445479813,0.894427172188
chr5_100412288_100416353,chr5,100412288,100416353,13423,100416234,100418234,Sec31a,-,0,59.7534103369,14.1631674539,163.147919094,0.0198790437576,0.00165339328159,0.0886962460158,62.6675754087,2.01066050081,183.329341876,0.817253000705,0.541445479813,0.894427172188
chr5_100427205_100431102,chr5,100427205,100431102,13424,100429535,100431535,5430416N02Rik,-,0,36.5999690761,12.250464003,129.678462066,0.106131495237,0.00345206963449,0.185186199178,40.5739203277,2.60882057205,149.193420748,0.851043928055,0.541445479813,0.894427172188
chr5_100497176_100502161,chr5,100497176,100502161,13425,100500639,100502639,Lin54,-,0,23.9008973471,12.9518051881,121.312719154,0.152953264509,0.00420226267233,0.225430288098,62.4950003355,1.01867503428,148.301655254,0.710077620215,0.541445479813,0.894427172188
chr5_100517465_100520320,chr5,100517465,100520320,13426,100516309,100518309,Cops4,+,0,18.173399853,10.8153053698,88.2236313383,0.281811648535,0.00629919193785,0.337920012161,38.7952241409,1.63806230124,112.154057355,0.786633752573,0.541445479813,0.894427172188
chr5_100565762_100572287,chr5,100565762,100572287,13428,100572205,100574205,Plac8,-,0,137.074206069,11.9049422828,412.608483691,0.0189339053643,0.00161910428603,0.0868568136076,96.4086900285,3.50719961256,349.529310284,0.879620278976,0.541445479813,0.894427172188
chr5_100668918_100675322,chr5,100668918,100675322,13436,100674256,100676256,Coq2,-,0,36.417340847,12.9315852974,180.240094197,0.0958371534744,0.0032790482875,0.175904472847,61.2401628399,1.0944829732,199.499807482,0.721674880742,0.541445479813,0.894427172188
chr5_100718933_100720618,chr5,100718933,100720618,13437,100719683,100721683,Hpse,-,0,6.25812571592,14.9818186824,37.520465395,0.119648037537,0.00367230305845,0.197000616335,11.3371447374,0.807428644057,40.3408929997,0.673624807853,0.541445479813,0.894427172188
chr5_100797956_100799758,chr5,100797956,100799758,13438,100796759,100798759,Mrps18c,+,0,8.03630669219,11.0624385593,43.1069599058,0.0293169393451,0.00196150052796,0.105224652432,15.3649760252,1.33777754709,48.826084644,0.754339262268,0.541445479813,0.894427172188
chr5_100819904_100821420,chr5,100819904,100821420,13439,100820935,100822935,Fam175a,-,0,15.7854134684,12.9265926637,60.4152308644,0.0412981453132,0.00227304052891,0.121937208891,15.8379348571,1.44904832004,55.5786982224,0.767234636013,0.541445479813,0.894427172188
chr5_100843835_100849165,chr5,100843835,100849165,13440,100844229,100846229,Agpat9,+,0,42.3407245226,10.6445496305,151.612195125,0.0242175529184,0.00180230402402,0.0966845594995,55.7919107914,2.11003954714,192.912162144,0.824008598092,0.541445479813,0.894427172188
chr5_101762975_101770395,chr5,101762975,101770395,13443,101763130,101765130,Cds1,+,0,70.8140024812,11.0214723327,285.545590655,0.0546396436035,0.00256119781611,0.137395400189,110.657241182,1.72325733839,316.896873144,0.794456316041,0.541445479813,0.894427172188
chr5_102068426_102070754,chr5,102068426,102070754,13449,102069921,102071921,Wdfy3,-,0,9.29980093138,10.4826763007,55.5317378215,0.214245503151,0.00519053080708,0.278445910325,26.049559814,3.31932859238,59.0407494422,0.445229950636,0.541445479813,0.894427172188
chr5_103654318_103656389,chr5,103654318,103656389,13451,103655732,103657732,1700016H13Rik,-,0,12.2871153447,14.2939576898,44.5452300864,0.292326447181,0.00646061403662,0.346579497078,14.6232967354,1.62383280193,48.030583428,0.785274246326,0.541445479813,0.894427172188
chr5_103751959_103757540,chr5,103751959,103757540,13455,103752162,103754162,Aff1,+,0,71.004648911,10.4894882434,240.995318725,0.044823055739,0.00235561501699,0.126366915477,87.2005077695,2.14936877694,270.822096355,0.826540525856,0.541445479813,0.894427172188
chr5_103758766_103761705,chr5,103758766,103761705,13456,103752162,103754162,Aff1,+,4605,9.49641182401,10.9245739437,68.3173201784,0.393364939071,0.00809784043076,0.434408470774,23.5198326664,1.08945052731,79.3329450744,0.720927418031,0.541445479813,0.894427172188
chr5_104018953_104024390,chr5,104018953,104024390,13460,104021796,104023796,Hsd17b11,-,0,61.1731521348,13.3970745784,195.34836376,0.0376342564971,0.00218826896073,0.117389639991,60.5456873377,1.81111897333,197.524714981,0.80198448452,0.541445479813,0.894427172188
chr5_104045673_104048409,chr5,104045673,104048409,13461,104045011,104047011,Nudt9,+,0,29.9801345214,12.8797241195,109.884527385,0.159454070129,0.00430457717332,0.23091894724,36.3180429251,1.46869223391,118.504969852,0.769392016234,0.541445479813,0.894427172188
chr5_104072307_104072462,chr5,104072307,104072462,13462,104077608,104079608,Gm17660,-,5147,19.4908393598,4.37104316607,22.2900048222,0.182539418216,0.00467759347989,0.250929398755,5.67981007883,1.08072475298,15.2188252681,0.0693800809455,0.541445479813,0.894427172188
chr5_104330866_104332019,chr5,104330866,104332019,13463,104323329,104325329,Mepe,+,5538,13.8039240691,5.51186146234,31.3916678091,0.0312940465756,0.00201490815754,0.108089703539,5.89975068797,14.6332025539,34.2051603866,0.852116746159,0.541445479813,0.894427172188
chr5_104507999_104510324,chr5,104507999,104510324,13464,104506352,104508352,BC005561,+,0,11.5538681881,10.9922719986,71.9410836905,0.297571154406,0.00654362427702,0.351032579588,25.8232315935,1.29797625457,78.2892088581,0.749433621925,0.541445479813,0.894427172188
chr5_104859517_104860915,chr5,104859517,104860915,13466,104860068,104862068,Zfp951,-,0,12.3448199808,12.7436557278,39.6483612873,0.13565491717,0.00393465964445,0.211074729587,7.95176265264,3.80204490761,40.4885118456,0.885164728627,0.541445479813,0.894427172188
chr5_105292953_105294617,chr5,105292953,105294617,13467,105293699,105295699,Gbp6,-,0,10.0650824672,13.6437473043,31.4245427023,0.190086152604,0.0047938588143,0.257166450047,13.5590676364,1.91489879899,35.3186395941,0.25484481176,0.541445479813,0.894427172188
chr5_105414522_105417697,chr5,105414522,105417697,13468,105413775,105415775,Lrrc8b,+,0,26.3183034134,9.19600765621,95.1774800475,0.0514412323496,0.00248681029428,0.133404883225,45.731408342,0.891030252046,116.210116541,0.6888208983,0.541445479813,0.894427172188
chr5_105697955_105705162,chr5,105697955,105705162,13470,105697969,105699969,Lrrc8d,+,0,77.4079450117,10.8422773544,351.779520577,0.198301565331,0.00492979743779,0.264458874497,94.9339288023,1.90852927973,339.061803572,0.809738767214,0.541445479813,0.894427172188
chr5_105874997_105878637,chr5,105874997,105878637,13474,105874568,105876568,Zfp326,+,0,24.0165068514,11.3286760118,99.3882489345,0.21265069522,0.00516017382962,0.276817410941,29.4017717433,2.89362775524,111.230962747,0.862393852465,0.541445479813,0.894427172188
