gene_id	q1_FPKM	q2_FPKM	q3_FPKM	q4_FPKM	q1_FPKMr	q2_FPKMr	q3_FPKMr	q4_FPKMr
Wnt3	0.0817699	0.114861	0.0871981	0.125368	0.0817699	0.114861	0.0871981	0.125368
Wnt3a	0	0	0	0	0	0	0	0
Wnt4	3.1114	3.696	3.72477	4.58877	3.1114	3.696	3.72477	4.58877
Wnt5a	2.33454	1.48324	2.79124	2.94674	2.33454	1.48324	2.79124	2.94674
Wnt5b	0.560098	0.317613	0.632421	0.484095	0.560098	0.317613	0.632421	0.484095
Wnt6	1.26383	1.02321	1.23885	1.26001	1.26383	1.02321	1.23885	1.26001
Wnt7a	0	0.00661795	0.0256228	0.0153495	0	0.00661795	0.0256228	0.0153495
Wnt7b	0	0	0	0	0	0	0	0
Wnt8a	0	0	0	0	0	0	0	0
Wnt8b	0.112568	0.0310044	0.072024	0.0934841	0.112568	0.0310044	0.072024	0.0934841
Wnt9a	0.351634	0.132643	0.733649	0.446823	0.351634	0.132643	0.733649	0.446823
Wnt9b	0	0.0045589	0.0117672	0.00528691	0	0.0045589	0.0117672	0.00528691
Wrap53	9.42185	8.40121	8.99781	8.54348	9.42185	8.40121	8.99781	8.54348
Wrb	0.731008	0.560885	0.701589	0.69048	0.731008	0.560885	0.701589	0.69048
Wrn	1.36121	1.32584	1.49354	1.86058	1.36121	1.32584	1.49354	1.86058
Wrnip1	18.568	12.4629	18.8638	19.0743	18.568	12.4629	18.8638	19.0743
Wsb1	58.3368	61.7229	43.7517	41.1244	58.3368	61.7229	43.7517	41.1244
Wsb2	81.7631	113.957	111.558	76.7041	81.7631	113.957	111.558	76.7041
Wscd1	0.479031	0.442387	0.420686	0.66604	0.479031	0.442387	0.420686	0.66604
Wscd2	0.131998	0.130881	0.105569	0.170754	0.131998	0.130881	0.105569	0.170754
Wt1	0	0.00681033	0	0	0	0.00681033	0	0
Wtap	29.6711	27.3517	26.3005	27.5128	29.6711	27.3517	26.3005	27.5128
Wtip	2.29655	2.82964	3.17364	2.64344	2.29655	2.82964	3.17364	2.64344
Wwc1	27.9359	29.9871	34.5474	31.601	27.9359	29.9871	34.5474	31.601
Wwc2	0.636274	0.493135	0.930969	0.65223	0.636274	0.493135	0.930969	0.65223
Wwox	2.53438	2.91069	2.35553	1.90499	2.53438	2.91069	2.35553	1.90499
Wwp1	1.65378	1.72629	2.23312	1.49092	1.65378	1.72629	2.23312	1.49092
Wwp2	29.7631	24.776	24.0172	27.7981	29.7631	24.776	24.0172	27.7981
Wwtr1	0.874067	0.907517	0.920714	1.17462	0.874067	0.907517	0.920714	1.17462
X99384	0.532294	0.584821	0.717327	0.863177	0.532294	0.584821	0.717327	0.863177
Xab2	10.1323	9.38368	9.94516	10.7332	10.1323	9.38368	9.94516	10.7332
Xaf1	5.00066	5.94748	5.66132	8.01183	5.00066	5.94748	5.66132	8.01183
Xbp1	117.739	142.756	140.82	131.782	117.739	142.756	140.82	131.782
Xcl1	3.10006	5.84733	2.37415	3.04768	3.10006	5.84733	2.37415	3.04768
Xcr1	0.117664	0.0972235	0.107549	0.10738	0.117664	0.0972235	0.107549	0.10738
Xdh	77.8054	59.0826	48.7252	93.751	77.8054	59.0826	48.7252	93.751
Xiap	11.4474	13.3712	13.2754	12.8926	11.4474	13.3712	13.2754	12.8926
Xirp1	0.00422531	0	0	0	0.00422531	0	0	0
Xirp2	0	0	0	0	0	0	0	0
Xist	0.0019768	0.00333246	0.0100351	0.00515278	0.0019768	0.00333246	0.0100351	0.00515278
Xk	9.06288	7.09817	10.6665	8.76442	9.06288	7.09817	10.6665	8.76442
Xkr4	0.0069403	0	0.00740099	0.00665042	0.0069403	0	0.00740099	0.00665042
Xkr5	0.108518	0.0896668	0.086791	0.0259954	0.108518	0.0896668	0.086791	0.0259954
Xkr6	0.112216	0.0674352	0.0652724	0.10753	0.112216	0.0674352	0.0652724	0.10753
Xkr7	0	0	0	0.00909742	0	0	0	0.00909742
Xkr8	0.950152	1.1752	1.01951	1.49293	0.950152	1.1752	1.01951	1.49293
Xkr9	11.2752	23.8287	15.1037	12.2082	11.2752	23.8287	15.1037	12.2082
Xkrx	0.196122	0.235714	0.104571	0.256271	0.196122	0.235714	0.104571	0.256271
Xlr	0.574153	0.593071	0.244928	0.687779	0.574153	0.593071	0.244928	0.687779
Xlr3a	0.659453	0.422311	0.421953	0.173782	0.659453	0.422311	0.421953	0.173782
Xlr3b	0.168359	0.0834711	0.107725	0.112934	0.168359	0.0834711	0.107725	0.112934
Xlr3c	0.0172381	0	0	0	0.0172381	0	0	0
Xlr4a	0.192725	0.0796285	0.385373	0.0461722	0.192725	0.0796285	0.385373	0.0461722
Xlr4b	0.131629	0.0906413	0.0233958	0.0630695	0.131629	0.0906413	0.0233958	0.0630695
Xlr4c	0.0233353	0.0964145	0	0.0447244	0.0233353	0.0964145	0	0.0447244
Xlr5a	0	0.0135947	0.0175449	0	0	0.0135947	0.0175449	0
Xlr5b	0	0.0211252	0	0	0	0.0211252	0	0
Xlr5c	0	0	0	0	0	0	0	0
Xpa	19.1134	16.4747	14.6132	16.2548	19.1134	16.4747	14.6132	16.2548
Xpc	3.72217	2.55915	2.97693	3.50016	3.72217	2.55915	2.97693	3.50016
Xpnpep1	270.9	381.789	268.901	302.497	270.9	381.789	268.901	302.497
Xpnpep2	377.516	412.588	414.905	440.893	377.516	412.588	414.905	440.893
Xpnpep3	0.28263	0.240021	0.385112	0.255781	0.28263	0.240021	0.385112	0.255781
Xpo1	3.58967	3.56403	4.03833	4.55543	3.58967	3.56403	4.03833	4.55543
Xpo4	0.461159	0.296372	0.601054	0.364742	0.461159	0.296372	0.601054	0.364742
Xpo5	1.38554	1.37494	1.36887	1.46434	1.38554	1.37494	1.36887	1.46434
Xpo6	7.84052	8.21964	7.69754	8.46354	7.84052	8.21964	7.69754	8.46354
Xpo7	1.90173	2.24551	1.90362	1.67996	1.90173	2.24551	1.90362	1.67996
Xpot	1.93442	2.6696	2.15496	2.0153	1.93442	2.6696	2.15496	2.0153
Xpr1	7.77296	7.78053	7.11588	7.45738	7.77296	7.78053	7.11588	7.45738
Xrcc1	4.61054	4.66637	4.78661	5.30635	4.61054	4.66637	4.78661	5.30635
Xrcc2	0.0948668	0.156774	0.177038	0.18181	0.0948668	0.156774	0.177038	0.18181
Xrcc3	2.18891	2.01262	2.35713	2.59106	2.18891	2.01262	2.35713	2.59106
Xrcc4	3.15281	3.77613	3.58891	3.14008	3.15281	3.77613	3.58891	3.14008
Xrcc5	3.98692	3.60374	3.03225	2.60838	3.98692	3.60374	3.03225	2.60838
Xrcc6	3.17865	3.74924	2.81813	2.72345	3.17865	3.74924	2.81813	2.72345
Xrcc6bp1	0.810112	1.39427	1.33504	1.0295	0.810112	1.39427	1.33504	1.0295
Xrn1	1.34845	1.18476	1.10243	1.44287	1.34845	1.18476	1.10243	1.44287
Xrn2	9.2869	8.94222	7.03028	7.75962	9.2869	8.94222	7.03028	7.75962
Xrra1	0.00980658	0.0324125	0	0	0.00980658	0.0324125	0	0
Xylb	0.839975	1.08144	0.847124	0.592748	0.839975	1.08144	0.847124	0.592748
Xylt1	0.199327	0.109801	0.513686	0.382006	0.199327	0.109801	0.513686	0.382006
Xylt2	9.02649	6.99421	4.78524	7.16895	9.02649	6.99421	4.78524	7.16895
Yaf2	2.54063	2.36683	2.39089	2.38234	2.54063	2.36683	2.39089	2.38234
Yap1	10.2791	10.9835	11.6406	12.6367	10.2791	10.9835	11.6406	12.6367
Yars	6.62356	6.82098	8.05195	6.50927	6.62356	6.82098	8.05195	6.50927
Yars2	2.38685	2.49925	2.66771	2.46989	2.38685	2.49925	2.66771	2.46989
Ybey	0.860115	0.669693	0.71142	0.829469	0.860115	0.669693	0.71142	0.829469
Ybx1	198.077	196.972	204.844	180.994	198.077	196.972	204.844	180.994
Ybx2	2.46627	2.74615	3.37622	2.93325	2.46627	2.74615	3.37622	2.93325
Ydjc	19.179	19.3172	16.1581	14.3152	19.179	19.3172	16.1581	14.3152
Yeats2	0.854897	0.920331	0.898484	0.854626	0.854897	0.920331	0.898484	0.854626
Yeats4	16.6728	17.1726	17.2538	15.3147	16.6728	17.1726	17.2538	15.3147
Yes1	5.87472	5.51625	5.18708	6.86872	5.87472	5.51625	5.18708	6.86872
Yif1a	38.2357	40.1495	38.8077	40.5308	38.2357	40.1495	38.8077	40.5308
Yif1b	16.3134	18.1246	19.4707	19.3544	16.3134	18.1246	19.4707	19.3544
Yipf1	77.4518	78.3491	69.7202	67.231	77.4518	78.3491	69.7202	67.231
Yipf2	23.6754	24.3612	22.5594	20.4295	23.6754	24.3612	22.5594	20.4295
Yipf3	48.6565	45.6495	44.6394	44.3465	48.6565	45.6495	44.6394	44.3465
Yipf4	19.9106	19.235	18.3648	17.6727	19.9106	19.235	18.3648	17.6727
Yipf5	15.0741	19.1648	13.4954	14.2946	15.0741	19.1648	13.4954	14.2946
Yipf6	5.15299	4.88858	4.80303	4.9423	5.15299	4.88858	4.80303	4.9423
Yipf7	0.0234271	0	0	0	0.0234271	0	0	0
Ykt6	68.8751	64.2479	60.4065	59.0362	68.8751	64.2479	60.4065	59.0362
Ylpm1	1.82677	1.86372	1.95544	2.07114	1.82677	1.86372	1.95544	2.07114
Yme1l1	13.4875	13.0409	12.284	12.4383	13.4875	13.0409	12.284	12.4383
Yod1	0.413957	0.504925	0.644634	0.705185	0.413957	0.504925	0.644634	0.705185
Ypel1	0.184201	0.120161	0.124061	0.21367	0.184201	0.120161	0.124061	0.21367
Ypel2	10.1051	1.39858	2.59396	8.15329	10.1051	1.39858	2.59396	8.15329
Ypel3	68.8089	39.9517	45.8467	51.1147	68.8089	39.9517	45.8467	51.1147
Ypel4	0.433326	0.358105	0.369728	0.373761	0.433326	0.358105	0.369728	0.373761
Ypel5	27.9997	30.4789	34.2016	28.6962	27.9997	30.4789	34.2016	28.6962
Yrdc	7.2421	10.2068	10.1096	7.37895	7.2421	10.2068	10.1096	7.37895
Ysk4	0.00637892	0.0210832	0	0.0244499	0.00637892	0.0210832	0	0.0244499
Ythdc1	9.12582	7.98536	8.15305	8.38204	9.12582	7.98536	8.15305	8.38204
Ythdc2	0.94928	0.742403	1.29972	0.995716	0.94928	0.742403	1.29972	0.995716
Ythdf1	11.0232	11.064	11.4299	10.8781	11.0232	11.064	11.4299	10.8781
Ythdf2	9.6111	9.48	9.99346	10.4698	9.6111	9.48	9.99346	10.4698
Ythdf3	8.43231	8.41675	7.78663	7.54768	8.43231	8.41675	7.78663	7.54768
Ywhab	81.1898	82.462	82.7692	79.0858	81.1898	82.462	82.7692	79.0858
Ywhae	121.583	128.321	137.578	112.553	121.583	128.321	137.578	112.553
Ywhag	8.45263	8.13381	11.3664	9.82993	8.45263	8.13381	11.3664	9.82993
Ywhah	155.76	166.841	219.288	159.402	155.76	166.841	219.288	159.402
Ywhaq	49.8647	60.2783	55.4393	51.8149	49.8647	60.2783	55.4393	51.8149
Ywhaz	207.235	207.445	246.089	203.559	207.235	207.445	246.089	203.559
Yy1	14.6719	13.9599	13.4913	14.6509	14.6719	13.9599	13.4913	14.6509
Yy2	3.43221	1.89805	1.78237	4.23101	3.43221	1.89805	1.78237	4.23101
Zadh2	7.82778	9.22556	8.20896	8.27656	7.82778	9.22556	8.20896	8.27656
Zan	0.0643743	0.0725321	0.11857	0.0602822	0.0643743	0.0725321	0.11857	0.0602822
Zap70	0.770752	0.975212	0.488021	0.703955	0.770752	0.975212	0.488021	0.703955
Zar1	0.0225402	0	0	0	0.0225402	0	0	0
Zar1l	0	0	0	0	0	0	0	0
Zbbx	0	0	0	0	0	0	0	0
Zbed3	0.830666	1.1052	0.720676	0.957893	0.830666	1.1052	0.720676	0.957893
Zbed4	3.56905	4.34172	5.03364	4.71291	3.56905	4.34172	5.03364	4.71291
Zbed6	1.3483	2.10936	1.69152	1.48672	1.3483	2.10936	1.69152	1.48672
Zbp1	14.7509	22.713	10.4372	20.9955	14.7509	22.713	10.4372	20.9955
Zbtb1	1.17678	1.44033	0.939493	1.04924	1.17678	1.44033	0.939493	1.04924
Zbtb10	0.0690273	0.0543194	0.11567	0.0629936	0.0690273	0.0543194	0.11567	0.0629936
Zbtb11	1.8127	1.75221	1.67351	1.89877	1.8127	1.75221	1.67351	1.89877
Zbtb12	0.9628	0.855842	0.653381	0.964553	0.9628	0.855842	0.653381	0.964553
Zbtb16	0.014547	0.0120199	0.165467	0.0232322	0.014547	0.0120199	0.165467	0.0232322
Zbtb17	5.70833	5.26189	4.56148	5.78248	5.70833	5.26189	4.56148	5.78248
Zbtb2	3.62213	3.94285	3.71144	3.51613	3.62213	3.94285	3.71144	3.51613
Zbtb20	0.386922	0.311607	0.523443	0.256376	0.386922	0.311607	0.523443	0.256376
Zbtb22	18.4124	15.1731	13.9736	15.641	18.4124	15.1731	13.9736	15.641
Zbtb24	7.77386	7.40422	7.0339	8.439	7.77386	7.40422	7.0339	8.439
Zbtb25	0.727692	0.534468	0.534571	0.38736	0.727692	0.534468	0.534571	0.38736
Zbtb26	0.72889	0.509011	0.466359	0.707452	0.72889	0.509011	0.466359	0.707452
Zbtb3	0.766057	0.447282	0.71041	0.758857	0.766057	0.447282	0.71041	0.758857
Zbtb32	1.99907	1.08872	1.46967	1.48027	1.99907	1.08872	1.46967	1.48027
Zbtb33	1.78644	1.60116	1.53029	1.83684	1.78644	1.60116	1.53029	1.83684
Zbtb34	0.684764	0.777978	0.730208	0.691815	0.684764	0.777978	0.730208	0.691815
Zbtb37	0.265302	0.315455	0.24841	0.229418	0.265302	0.315455	0.24841	0.229418
Zbtb38	0.627036	0.742261	0.672712	0.909669	0.627036	0.742261	0.672712	0.909669
Zbtb39	2.42407	2.20838	2.46122	2.73177	2.42407	2.20838	2.46122	2.73177
Zbtb4	2.39052	2.2205	2.1193	2.53916	2.39052	2.2205	2.1193	2.53916
Zbtb40	1.64578	1.43588	1.58422	1.91331	1.64578	1.43588	1.58422	1.91331
Zbtb41	0.542901	0.627051	0.538465	0.497842	0.542901	0.627051	0.538465	0.497842
Zbtb42	1.72319	1.6221	1.96163	2.04138	1.72319	1.6221	1.96163	2.04138
Zbtb43	5.47904	6.47731	6.22406	5.91373	5.47904	6.47731	6.22406	5.91373
Zbtb44	1.83698	1.62433	1.38119	1.63124	1.83698	1.62433	1.38119	1.63124
Zbtb45	6.18268	5.37283	4.86299	5.38277	6.18268	5.37283	4.86299	5.38277
Zbtb46	0.170208	0.22049	0.0721888	0.2515	0.170208	0.22049	0.0721888	0.2515
Zbtb48	2.21262	2.08114	2.68585	2.22175	2.21262	2.08114	2.68585	2.22175
Zbtb49	1.12979	0.926461	1.0405	1.0416	1.12979	0.926461	1.0405	1.0416
Zbtb5	1.25692	1.23912	0.916687	1.44229	1.25692	1.23912	0.916687	1.44229
Zbtb6	3.05634	3.09315	2.60853	2.98661	3.05634	3.09315	2.60853	2.98661
Zbtb7a	17.319	16.9021	19.2003	20.6031	17.319	16.9021	19.2003	20.6031
Zbtb7b	93.1798	83.9277	93.5319	100.118	93.1798	83.9277	93.5319	100.118
Zbtb7c	0.310677	0.310749	0.302236	0.31859	0.310677	0.310749	0.302236	0.31859
Zbtb8a	2.15058	2.0295	1.76703	2.00449	2.15058	2.0295	1.76703	2.00449
Zbtb8b	0.0231556	0.00637772	0.0164618	0.0591694	0.0231556	0.00637772	0.0164618	0.0591694
Zbtb8os	68.6462	62.7536	62.781	55.3666	68.6462	62.7536	62.781	55.3666
Zbtb9	4.21601	3.55226	3.62033	4.08416	4.21601	3.55226	3.62033	4.08416
Zc3h10	7.62482	6.21697	7.26956	8.10493	7.62482	6.21697	7.26956	8.10493
Zc3h11a	27.8859	34.4286	32.699	25.0228	27.8859	34.4286	32.699	25.0228
Zc3h12a	6.2501	7.81845	7.58234	7.92702	6.2501	7.81845	7.58234	7.92702
Zc3h12b	0	0	0	0.0216483	0	0	0	0.0216483
Zc3h12c	0.0763011	0.086273	0.0728001	0.130834	0.0763011	0.086273	0.0728001	0.130834
Zc3h12d	3.5015	3.77333	2.59807	3.35524	3.5015	3.77333	2.59807	3.35524
Zc3h13	2.41423	2.41495	2.45064	3.3492	2.41423	2.41495	2.45064	3.3492
Zc3h14	8.12953	9.26731	8.30364	8.67602	8.12953	9.26731	8.30364	8.67602
Zc3h15	34.0947	34.6482	30.0368	31.5691	34.0947	34.6482	30.0368	31.5691
Zc3h18	16.8574	13.8476	14.9909	16.3978	16.8574	13.8476	14.9909	16.3978
Zc3h3	12.335	10.7759	12.838	13.8141	12.335	10.7759	12.838	13.8141
Zc3h4	11.9477	10.8579	10.2133	12.2406	11.9477	10.8579	10.2133	12.2406
Zc3h6	0.166739	0.308945	0.183193	0.246923	0.166739	0.308945	0.183193	0.246923
Zc3h7a	33.5536	31.3551	35.6001	37.0332	33.5536	31.3551	35.6001	37.0332
Zc3h7b	0.943453	1.04282	1.28406	1.21728	0.943453	1.04282	1.28406	1.21728
Zc3h8	0.733018	1.0672	0.818934	0.986752	0.733018	1.0672	0.818934	0.986752
Zc3hav1	12.1122	12.3788	13.0543	16.4996	12.1122	12.3788	13.0543	16.4996
Zc3hav1l	0.161643	0.161516	0.232499	0.226931	0.161643	0.161516	0.232499	0.226931
Zc3hc1	3.95343	4.22405	3.04231	3.28886	3.95343	4.22405	3.04231	3.28886
Zc4h2	0.245326	0.172306	0.143889	0.30561	0.245326	0.172306	0.143889	0.30561
Zcchc10	2.34863	2.87382	2.62511	2.74843	2.34863	2.87382	2.62511	2.74843
Zcchc11	2.25075	2.09178	1.73173	2.30881	2.25075	2.09178	1.73173	2.30881
Zcchc12	0	0.0594364	0.025569	0.0689277	0	0.0594364	0.025569	0.0689277
Zcchc13	0	0.0224508	0	0	0	0.0224508	0	0
Zcchc14	6.29425	5.72147	5.84564	5.99854	6.29425	5.72147	5.84564	5.99854
Zcchc16	0	0.00573466	0	0	0	0.00573466	0	0
Zcchc17	12.6312	13.1894	12.5668	12.2176	12.6312	13.1894	12.5668	12.2176
Zcchc18	0.109844	0.0815543	0.0975892	0.0964846	0.109844	0.0815543	0.0975892	0.0964846
Zcchc2	1.82196	1.76546	2.38355	2.31314	1.82196	1.76546	2.38355	2.31314
Zcchc24	1.66097	1.72143	1.56427	2.03461	1.66097	1.72143	1.56427	2.03461
Zcchc3	0.404281	0.449949	0.527901	0.569238	0.404281	0.449949	0.527901	0.569238
Zcchc4	1.30037	1.33742	1.26871	1.43168	1.30037	1.33742	1.26871	1.43168
Zcchc5	0	0	0.00925358	0.00831514	0	0	0.00925358	0.00831514
Zcchc6	30.5592	17.2991	18.2076	29.6062	30.5592	17.2991	18.2076	29.6062
Zcchc7	10.1501	9.02299	10.4409	9.57876	10.1501	9.02299	10.4409	9.57876
Zcchc8	5.07984	5.00215	5.08117	5.16943	5.07984	5.00215	5.08117	5.16943
Zcchc9	8.2038	11.3822	10.4297	10.2131	8.2038	11.3822	10.4297	10.2131
Zcrb1	42.5062	41.8176	46.7592	40.2238	42.5062	41.8176	46.7592	40.2238
Zcwpw1	0.106344	0.146453	0.163807	0.147195	0.106344	0.146453	0.163807	0.147195
Zdbf2	0	0	0	0	0	0	0	0
Zdhhc1	1.3377	1.2754	1.28936	1.33116	1.3377	1.2754	1.28936	1.33116
Zdhhc11	0.0867141	0.0358275	0.0231189	0.103872	0.0867141	0.0358275	0.0231189	0.103872
Zdhhc12	34.8414	33.6455	36.0861	34.4688	34.8414	33.6455	36.0861	34.4688
Zdhhc13	5.95244	7.284	9.101	5.78673	5.95244	7.284	9.101	5.78673
Zdhhc14	1.09572	1.12834	1.31669	1.4574	1.09572	1.12834	1.31669	1.4574
Zdhhc15	0.233424	0.315272	0.311144	0.184959	0.233424	0.315272	0.311144	0.184959
Zdhhc16	8.67843	7.31546	7.16558	6.46042	8.67843	7.31546	7.16558	6.46042
Zdhhc17	1.50716	1.50798	1.55459	1.39693	1.50716	1.50798	1.55459	1.39693
Zdhhc18	11.158	6.66738	13.8963	14.0489	11.158	6.66738	13.8963	14.0489
Zdhhc19	4.98855	2.52308	3.94414	2.94659	4.98855	2.52308	3.94414	2.94659
Zdhhc2	0.186745	0.171452	0.354034	0.268422	0.186745	0.171452	0.354034	0.268422
Zdhhc20	6.28159	7.35198	6.03937	5.69778	6.28159	7.35198	6.03937	5.69778
Zdhhc21	2.70521	2.61046	2.7956	2.57082	2.70521	2.61046	2.7956	2.57082
Zdhhc22	0	0	0.0430801	0	0	0	0.0430801	0
Zdhhc23	0.708546	0.622092	0.661173	0.806308	0.708546	0.622092	0.661173	0.806308
Zdhhc24	6.58573	5.45429	5.45487	7.32601	6.58573	5.45429	5.45487	7.32601
Zdhhc25	0	0	0	0	0	0	0	0
Zdhhc3	10.9945	10.3809	10.0957	9.70426	10.9945	10.3809	10.0957	9.70426
Zdhhc4	15.3692	14.5242	15.0356	11.2956	15.3692	14.5242	15.0356	11.2956
Zdhhc5	29.2666	29.1784	31.724	30.2742	29.2666	29.1784	31.724	30.2742
Zdhhc6	9.25039	10.3964	9.20643	9.09311	9.25039	10.3964	9.20643	9.09311
Zdhhc7	44.1638	33.4938	33.3607	37.7666	44.1638	33.4938	33.3607	37.7666
Zdhhc8	0.31649	0.442877	0.577008	0.78752	0.31649	0.442877	0.577008	0.78752
Zdhhc9	39.9554	40.8015	34.7229	35.0343	39.9554	40.8015	34.7229	35.0343
Zeb1	0.497273	0.470585	0.416968	0.594604	0.497273	0.470585	0.416968	0.594604
Zeb2	0.457052	0.521198	0.450332	0.763219	0.457052	0.521198	0.450332	0.763219
Zer1	6.43437	5.91743	4.66553	5.88455	6.43437	5.91743	4.66553	5.88455
Zf12	0.0443254	0.0183138	0	0.0424767	0.0443254	0.0183138	0	0.0424767
Zfa	0	0	0	0.0141855	0	0	0	0.0141855
Zfand1	7.11774	5.95239	5.19448	5.48947	7.11774	5.95239	5.19448	5.48947
Zfand2a	9.06511	12.2948	10.6497	8.36916	9.06511	12.2948	10.6497	8.36916
Zfand2b	64.3596	56.0121	63.0505	58.5177	64.3596	56.0121	63.0505	58.5177
Zfand3	29.7383	30.2124	31.9966	29.0353	29.7383	30.2124	31.9966	29.0353
Zfand5	6.90359	5.08231	4.72749	6.44675	6.90359	5.08231	4.72749	6.44675
Zfand6	65.9869	52.1736	48.5591	64.1897	65.9869	52.1736	48.5591	64.1897
Zfat	0.593768	0.529655	0.687451	0.718496	0.593768	0.529655	0.687451	0.718496
Zfc3h1	6.53808	5.84514	6.18227	6.48456	6.53808	5.84514	6.18227	6.48456
Zfhx2	1.01173	0.521898	0.935812	1.60683	1.01173	0.521898	0.935812	1.60683
Zfhx2as	0.229343	0.137822	0.155636	0.369609	0.229343	0.137822	0.155636	0.369609
Zfhx3	0.071875	0.0775677	0.0985425	0.0871434	0.071875	0.0775677	0.0985425	0.0871434
Zfhx4	0.00696815	0.00863632	0.00928815	0.0133539	0.00696815	0.00863632	0.00928815	0.0133539
Zfml	4.1217	3.89122	5.11019	4.51901	4.1217	3.89122	5.11019	4.51901
Zfp1	1.57779	1.72237	1.56777	1.4718	1.57779	1.72237	1.56777	1.4718
Zfp101	1.37514	1.40866	1.47648	1.66971	1.37514	1.40866	1.47648	1.66971
Zfp105	0.290828	0.29493	0.197363	0.456036	0.290828	0.29493	0.197363	0.456036
Zfp106	8.90646	8.28815	7.35649	8.34449	8.90646	8.28815	7.35649	8.34449
Zfp108	0.254971	0.218784	0.17778	0.29131	0.254971	0.218784	0.17778	0.29131
Zfp109	0.0935954	0.108272	0.0598855	0.152468	0.0935954	0.108272	0.0598855	0.152468
Zfp11	0.301424	0.19077	0.348787	0.374869	0.301424	0.19077	0.348787	0.374869
Zfp110	9.28713	8.53822	8.10502	8.60601	9.28713	8.53822	8.10502	8.60601
Zfp111	0.663132	0.633097	0.553254	0.64201	0.663132	0.633097	0.553254	0.64201
Zfp112	0.446835	0.387079	0.422698	0.345301	0.446835	0.387079	0.422698	0.345301
Zfp113	1.55417	0.948212	0.859046	1.29261	1.55417	0.948212	0.859046	1.29261
Zfp114	0.0351341	0	0.037467	0.0224449	0.0351341	0	0.037467	0.0224449
Zfp119a	1.39104	1.19363	0.984188	1.16635	1.39104	1.19363	0.984188	1.16635
Zfp119b	0.885412	0.882594	0.914238	0.565638	0.885412	0.882594	0.914238	0.565638
Zfp12	1.25854	1.18985	1.55431	1.3462	1.25854	1.18985	1.55431	1.3462
Zfp120	3.23006	2.31808	2.0904	2.66716	3.23006	2.31808	2.0904	2.66716
Zfp128	0.0983984	0.0758845	0.0839438	0.113146	0.0983984	0.0758845	0.0839438	0.113146
Zfp13	0.258257	0.233722	0.118031	0.235691	0.258257	0.233722	0.118031	0.235691
Zfp131	3.93116	5.90532	4.85405	4.47744	3.93116	5.90532	4.85405	4.47744
Zfp133-ps	0.108674	0.26941	0.46359	0.0781079	0.108674	0.26941	0.46359	0.0781079
Zfp14	0.310197	0.292927	0.244151	0.290164	0.310197	0.292927	0.244151	0.290164
Zfp142	0.881288	0.767435	1.06554	1.09561	0.881288	0.767435	1.06554	1.09561
Zfp143	5.10967	5.48238	6.37961	6.43094	5.10967	5.48238	6.37961	6.43094
Zfp146	2.33262	3.03655	2.1401	2.17282	2.33262	3.03655	2.1401	2.17282
Zfp148	3.13041	3.21774	3.05194	3.03176	3.13041	3.21774	3.05194	3.03176
Zfp157	1.0644	0.759908	0.706911	0.952831	1.0644	0.759908	0.706911	0.952831
Zfp160	3.11576	2.66762	2.07131	2.96021	3.11576	2.66762	2.07131	2.96021
Zfp161	1.94066	1.6211	1.85045	2.18538	1.94066	1.6211	1.85045	2.18538
Zfp167	0.752487	0.699504	0.814991	0.890074	0.752487	0.699504	0.814991	0.890074
Zfp169	1.12329	1.40966	1.00408	1.20664	1.12329	1.40966	1.00408	1.20664
Zfp174	0.211624	0.154288	0.15487	0.262424	0.211624	0.154288	0.15487	0.262424
Zfp180	3.57926	3.83608	4.02447	4.1186	3.57926	3.83608	4.02447	4.1186
Zfp182	3.63227	2.50561	2.9368	3.23762	3.63227	2.50561	2.9368	3.23762
Zfp184	0.123815	0.0944376	0.0609392	0.0547592	0.123815	0.0944376	0.0609392	0.0547592
Zfp185	0.0213084	0.0176068	0.00757426	0	0.0213084	0.0176068	0.00757426	0
Zfp187	5.7535	5.76197	5.50509	5.34447	5.7535	5.76197	5.50509	5.34447
Zfp189	0.546206	0.423117	0.491456	0.539752	0.546206	0.423117	0.491456	0.539752
Zfp191	3.32139	2.87223	2.49147	2.92526	3.32139	2.87223	2.49147	2.92526
Zfp192	0.382362	0.415426	0.399643	0.351406	0.382362	0.415426	0.399643	0.351406
Zfp2	0.15694	0.180302	0.178908	0.136645	0.15694	0.180302	0.178908	0.136645
Zfp202	0.298142	0.214217	0.124408	0.285689	0.298142	0.214217	0.124408	0.285689
Zfp207	33.2371	43.9126	36.3533	28.9237	33.2371	43.9126	36.3533	28.9237
Zfp212	5.36372	5.43956	5.25337	6.16879	5.36372	5.43956	5.25337	6.16879
Zfp213	2.20664	2.09404	2.22983	1.96676	2.20664	2.09404	2.22983	1.96676
Zfp217	3.71992	3.5627	4.36302	4.2866	3.71992	3.5627	4.36302	4.2866
Zfp219	15.5533	13.6918	15.0378	12.9261	15.5533	13.6918	15.0378	12.9261
Zfp229	0.308474	0.373225	0.264333	0.232248	0.308474	0.373225	0.264333	0.232248
Zfp235	1.09935	1.44735	1.40679	1.63634	1.09935	1.44735	1.40679	1.63634
Zfp236	1.6005	2.00808	1.7615	2.52322	1.6005	2.00808	1.7615	2.52322
Zfp238	8.8324	7.92131	9.09069	9.15315	8.8324	7.92131	9.09069	9.15315
Zfp239	3.02336	3.42399	3.22992	3.79058	3.02336	3.42399	3.22992	3.79058
