Gene	GF-H3K9ac_1	CV-H3K9ac_3	CV-H3K9ac_2	CV-H3K9ac_1	GF-H3K9ac_2	GF-H3K9ac_3	GF-H3K9ac_4	CV-H3K9ac_6	CV-H3K9ac_5	CV-H3K9ac_4
Ccdc54	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc57	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc58	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc59	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc60	10.0	21.0	9.0	11.0	22.0	10	9.0	6.0	1.0	4.0
Ccdc62	171.0	115.0	17.0	17.0	173.0	148	154.0	7.0	9.0	10.0
Ccdc63	189.0	139.0	29.0	50.0	186.0	163	226.0	16.0	7.0	12.0
Ccdc65	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc66	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc68	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc69	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc71l	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc73	26.0	16.0	7.0	10.0	27.0	22	22.0	1.0	1.0	2.0
Ccdc74a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc78	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc80	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc85a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc85b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc85c	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc86	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc87	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc88a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc88b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc88c	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc92	51.0	51.0	27.0	25.0	69.0	60	56.0	5.0	7.0	11.0
Ccdc92b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc93	20.0	14.0	8.0	3.0	12.0	13	17.0	2.0	3.0	6.0
Ccdc96	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccdc9b	16.0	58.0	7.0	15.0	49.0	66	75.0	7.0	2.0	4.0
Ccer1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cchcr1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccin	52.0	29.0	9.0	8.0	45.0	60	72.0	6.0	4.0	7.0
Cckar	14.0	22.0	3.0	4.0	14.0	19	20.0	2.0	5.0	3.0
Ccl1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl11	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl12	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl16-ps	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl19	6.0	15.0	3.0	2.0	13.0	6	6.0	3.0	3.0	1.0
Ccl19-ps1	6.0	17.0	2.0	6.0	14.0	8	5.0	3.0	2.0	4.0
Ccl19-ps2	28.0	37.0	8.0	9.0	40.0	38	30.0	6.0	12.0	3.0
Ccl19-ps3	5.0	14.0	4.0	4.0	10.0	10	4.0	1.0	4.0	4.0
Ccl2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl20	16.0	21.0	11.0	10.0	20.0	19	15.0	4.0	2.0	5.0
Ccl21a	7.0	10.0	3.0	1.0	5.0	6	3.0	0.0	0.0	2.0
Ccl21b	13.0	33.0	8.0	6.0	27.0	21	12.0	3.0	5.0	3.0
Ccl21d	5.0	20.0	8.0	9.0	15.0	8	16.0	2.0	6.0	6.0
Ccl24	30.0	45.0	6.0	9.0	54.0	42	19.0	2.0	7.0	1.0
Ccl26	13.0	12.0	5.0	7.0	17.0	20	19.0	1.0	2.0	4.0
Ccl27a	96.0	63.0	9.0	11.0	141.0	126	152.0	7.0	2.0	13.0
Ccl27b	38.0	56.0	11.0	14.0	48.0	29	25.0	3.0	7.0	6.0
Ccl28	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl8	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccl9	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccm2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccm2l	29.0	31.0	8.0	9.0	31.0	39	27.0	5.0	4.0	1.0
Ccn1	13.0	29.0	4.0	16.0	15.0	16	13.0	4.0	4.0	2.0
Ccn2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccn3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccn4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccn5	56.0	62.0	12.0	21.0	95.0	58	90.0	2.0	5.0	5.0
Ccn6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccna1	27.0	54.0	8.0	31.0	83.0	39	54.0	5.0	5.0	11.0
Ccna2	18.0	22.0	8.0	10.0	23.0	19	25.0	1.0	2.0	3.0
Ccnb1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnb1ip1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnc	384.0	228.0	41.0	16.0	481.0	371	522.0	11.0	11.0	14.0
Ccnd3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnd3-ps	51.0	37.0	6.0	7.0	26.0	29	56.0	2.0	5.0	6.0
Ccndbp1	49.0	28.0	7.0	17.0	23.0	40	16.0	2.0	3.0	4.0
Ccne2	981.0	611.0	27.0	82.0	1063.0	864	1003.0	17.0	52.0	52.0
Ccnf	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccng1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccng2	19.0	19.0	3.0	2.0	25.0	20	13.0	0.0	3.0	4.0
Ccnh	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccni	11.0	10.0	13.0	9.0	23.0	14	5.0	4.0	3.0	2.0
Ccnj	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnjl	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnk	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnl1	81.0	73.0	20.0	24.0	82.0	84	73.0	15.0	6.0	18.0
Ccnl2	168.0	80.0	27.0	18.0	120.0	115	169.0	8.0	17.0	18.0
Ccno	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnq	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnt1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnt2	21.0	22.0	11.0	7.0	18.0	16	6.0	1.0	3.0	2.0
Ccny	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccnyl1	72.0	50.0	10.0	11.0	72.0	91	72.0	7.0	9.0	3.0
Ccpn-ps	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccr10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccr6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccr7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccs	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Ccser2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cct2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cct3	17.0	23.0	9.0	7.0	16.0	22	20.0	1.0	3.0	4.0
Cct3-ps1	10.0	22.0	3.0	10.0	25.0	21	7.0	0.0	3.0	2.0
Cct4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cct5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cct6a	16.0	13.0	8.0	11.0	25.0	23	11.0	3.0	0.0	4.0
Cct6b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cct8	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cct8l1	13.0	31.0	3.0	7.0	23.0	13	5.0	3.0	2.0	2.0
Ccz1	31.0	20.0	2.0	7.0	21.0	38	14.0	0.0	7.0	7.0
Cd101	19.0	23.0	7.0	4.0	26.0	19	22.0	2.0	1.0	6.0
Cd14	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd160	72.0	47.0	5.0	20.0	85.0	92	97.0	7.0	6.0	6.0
Cd164	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd164l2	82.0	69.0	16.0	14.0	72.0	94	109.0	5.0	7.0	6.0
Cd180	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd1d1	98.0	85.0	12.0	19.0	100.0	69	84.0	2.0	13.0	10.0
Cd1d2	19.0	13.0	4.0	6.0	21.0	14	2.0	4.0	0.0	2.0
Cd2	17.0	30.0	6.0	9.0	20.0	24	13.0	1.0	4.0	4.0
Cd200	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd200r1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd200r2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd200r3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd200r4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd226	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd244a	42.0	34.0	13.0	20.0	45.0	41	39.0	3.0	6.0	9.0
Cd247	77.0	72.0	15.0	26.0	112.0	108	90.0	11.0	14.0	9.0
Cd248	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd24a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd274	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd28	24.0	51.0	5.0	16.0	45.0	33	24.0	4.0	3.0	3.0
Cd2ap	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300c	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300c2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300e	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300lb	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300ld	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300ld2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300ld3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300ld4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300ld5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300lf	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd300lg	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd302	15.0	22.0	6.0	11.0	30.0	25	18.0	3.0	2.0	3.0
Cd320	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd34	293.0	216.0	24.0	21.0	382.0	382	465.0	12.0	23.0	28.0
Cd36	44.0	104.0	9.0	23.0	54.0	82	61.0	7.0	6.0	7.0
Cd38	12.0	21.0	6.0	8.0	21.0	26	14.0	1.0	2.0	4.0
Cd40	29.0	26.0	5.0	10.0	35.0	30	31.0	5.0	5.0	5.0
Cd44	47.0	22.0	7.0	9.0	27.0	53	15.0	3.0	3.0	4.0
Cd46	100.0	55.0	16.0	16.0	80.0	84	129.0	7.0	7.0	11.0
Cd47	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd48	54.0	47.0	20.0	8.0	61.0	38	54.0	5.0	5.0	9.0
Cd5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd52	30.0	25.0	10.0	5.0	27.0	34	32.0	5.0	3.0	6.0
Cd53	9.0	16.0	4.0	9.0	23.0	13	6.0	3.0	2.0	0.0
Cd55	28.0	31.0	13.0	19.0	38.0	60	47.0	3.0	5.0	12.0
Cd55b	46.0	56.0	9.0	11.0	50.0	36	52.0	9.0	2.0	2.0
Cd55os	15.0	24.0	6.0	9.0	25.0	21	13.0	1.0	3.0	4.0
Cd59a	53.0	34.0	7.0	8.0	62.0	84	33.0	3.0	5.0	5.0
Cd59b	81.0	82.0	15.0	26.0	91.0	97	73.0	4.0	3.0	8.0
Cd5l	4.0	17.0	4.0	8.0	27.0	14	4.0	5.0	2.0	3.0
Cd6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd63	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd63-ps	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd68	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd70	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd72	73.0	98.0	27.0	13.0	110.0	89	84.0	5.0	6.0	21.0
Cd74	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd79b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd80	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd82	79.0	78.0	23.0	33.0	62.0	75	34.0	2.0	11.0	15.0
Cd83	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd84	24.0	31.0	13.0	14.0	47.0	27	11.0	12.0	5.0	8.0
Cd86	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd93	5.0	15.0	4.0	6.0	14.0	14	7.0	1.0	0.0	2.0
Cd96	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cd99	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cda	20.0	23.0	5.0	12.0	22.0	47	44.0	2.0	5.0	15.0
Cdadc1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdan1	303.0	206.0	22.0	24.0	294.0	304	378.0	7.0	23.0	24.0
Cdc123	99.0	73.0	7.0	19.0	82.0	73	113.0	7.0	6.0	8.0
Cdc14a	47.0	78.0	17.0	30.0	86.0	46	53.0	7.0	9.0	10.0
Cdc14b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc20	33.0	31.0	4.0	10.0	29.0	29	30.0	4.0	3.0	6.0
Cdc20b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc23	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc25b	45.0	60.0	17.0	14.0	39.0	47	38.0	11.0	2.0	5.0
Cdc25c	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc26	30.0	21.0	4.0	5.0	27.0	23	37.0	3.0	3.0	4.0
Cdc27	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc34	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc34b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc37l1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc40	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc42	63.0	53.0	13.0	17.0	73.0	64	57.0	8.0	3.0	9.0
Cdc42bpa	95.0	110.0	23.0	28.0	103.0	74	139.0	5.0	5.0	14.0
Cdc42bpb	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc42bpg	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc42ep1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc42ep2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc42ep3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc42ep4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc42se1	494.0	272.0	30.0	27.0	451.0	505	693.0	14.0	40.0	34.0
Cdc42se2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc45	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc5l	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdc7	57.0	55.0	19.0	22.0	69.0	49	113.0	11.0	21.0	6.0
Cdc73	9.0	19.0	7.0	5.0	29.0	15	8.0	7.0	1.0	3.0
Cdca2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdca4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdca5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdca7	39.0	43.0	5.0	8.0	55.0	21	17.0	3.0	5.0	5.0
Cdca7l	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdca8	25.0	22.0	8.0	8.0	23.0	25	29.0	9.0	0.0	2.0
Cdcp2	28.0	25.0	5.0	12.0	22.0	22	23.0	4.0	5.0	5.0
Cdh10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdh12	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdh17	576.0	378.0	47.0	39.0	740.0	626	771.0	9.0	43.0	27.0
Cdh18	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdh19	11.0	14.0	6.0	6.0	20.0	11	9.0	1.0	1.0	2.0
Cdh2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdh20	11.0	20.0	4.0	5.0	16.0	39	7.0	2.0	1.0	4.0
Cdh22	55.0	52.0	26.0	23.0	98.0	34	55.0	7.0	5.0	7.0
Cdh23	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdh24	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdh26	45.0	67.0	9.0	24.0	54.0	37	52.0	7.0	9.0	13.0
Cdh4	60.0	105.0	38.0	37.0	69.0	100	46.0	8.0	10.0	15.0
Cdh6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdh7	57.0	75.0	7.0	26.0	76.0	57	48.0	3.0	6.0	3.0
Cdh9	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdhr1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdhr2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdhr3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdin1	24.0	14.0	23.0	19.0	63.0	60	41.0	17.0	3.0	7.0
Cdip1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk11b	111.0	90.0	12.0	15.0	62.0	87	145.0	7.0	2.0	8.0
Cdk12	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk13	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk14	85.0	98.0	34.0	39.0	76.0	99	58.0	5.0	7.0	6.0
Cdk15	53.0	45.0	10.0	11.0	65.0	32	55.0	11.0	5.0	8.0
Cdk17	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk18	354.0	84.0	17.0	12.0	100.0	281	427.0	7.0	16.0	20.0
Cdk19	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk20	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk2ap1	31.0	18.0	12.0	7.0	35.0	23	21.0	4.0	4.0	4.0
Cdk2ap2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk5	27.0	12.0	8.0	3.0	18.0	15	53.0	3.0	1.0	1.0
Cdk5r1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk5r2	24.0	38.0	9.0	9.0	34.0	34	43.0	3.0	7.0	6.0
Cdk5rap1	35.0	51.0	8.0	9.0	37.0	36	41.0	10.0	6.0	6.0
Cdk5rap2	22.0	20.0	3.0	9.0	24.0	15	11.0	1.0	3.0	4.0
Cdk5rap3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk6	30.0	28.0	11.0	17.0	44.0	34	44.0	3.0	5.0	7.0
Cdk7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdk8	28.0	21.0	5.0	13.0	39.0	39	34.0	8.0	5.0	7.0
Cdk9	49.0	51.0	13.0	7.0	44.0	45	51.0	10.0	5.0	5.0
Cdkal1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdkl1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdkl2	105.0	45.0	3.0	20.0	135.0	151	154.0	5.0	5.0	11.0
Cdkl3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdkl4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdkn1a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdkn2a	13.0	38.0	14.0	15.0	35.0	29	16.0	4.0	6.0	5.0
Cdkn2aipnl	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdkn2b	15.0	14.0	4.0	10.0	22.0	13	15.0	7.0	1.0	1.0
Cdkn2c	34.0	35.0	6.0	11.0	46.0	32	40.0	1.0	3.0	5.0
Cdkn3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdnf	350.0	280.0	22.0	24.0	447.0	350	438.0	16.0	38.0	27.0
Cdo1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdpf1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdr2l	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdrt4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdrt4os1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdrt4os2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cds1	18.0	29.0	6.0	15.0	32.0	36	19.0	2.0	5.0	3.0
Cds2	43.0	39.0	8.0	11.0	61.0	39	47.0	7.0	3.0	12.0
Cdsn	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdv3-ps	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdx1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cdx2	18.0	28.0	6.0	9.0	20.0	17	18.0	1.0	1.0	4.0
Cdyl	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cebpb	27.0	23.0	10.0	12.0	29.0	27	41.0	6.0	4.0	6.0
Cebpd	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cebpe	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cebpz	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cebpzos	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cel	17.0	20.0	2.0	6.0	21.0	13	16.0	3.0	3.0	4.0
Cela1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cela2a	23.0	21.0	2.0	8.0	20.0	24	16.0	4.0	3.0	7.0
Cela3a	19.0	23.0	10.0	8.0	23.0	21	20.0	4.0	1.0	9.0
Cela3b	24.0	20.0	8.0	8.0	26.0	18	20.0	4.0	5.0	3.0
Celf1	157.0	91.0	15.0	9.0	75.0	103	159.0	2.0	3.0	3.0
Celf2	83.0	177.0	29.0	53.0	130.0	125	154.0	6.0	19.0	11.0
Celf3	139.0	200.0	37.0	53.0	112.0	186	184.0	14.0	12.0	12.0
Celf4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Celf5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Celrr	10.0	21.0	3.0	5.0	20.0	13	3.0	0.0	0.0	4.0
Celsr1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Celsr2	78.0	60.0	23.0	18.0	63.0	35	39.0	1.0	2.0	11.0
Cemip2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Cenpa	59.0	19.0	12.0	11.0	22.0	69	30.0	4.0	7.0	2.0
Cenpb	19.0	19.0	10.0	7.0	31.0	22	28.0	2.0	5.0	4.0
Cenpc1	31.0	46.0	2.0	5.0	30.0	22	21.0	1.0	1.0	6.0
Cenpe	12.0	19.0	1.0	6.0	21.0	10	12.0	1.0	0.0	2.0
Cenpf	17.0	19.0	7.0	4.0	18.0	14	11.0	1.0	4.0	4.0
Cenph	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
